"","X","WATERBODY_CODE","LATITUDE","LONGITUDE","SPECIES_NAME","name","SAMPLE_DATE","YEAR","Netting_Start_Date","Netting_End_Date","Len2mm","Total_Length","WEIGHT","Round_Weight","SexID","Sex_ID","VALUE","Aging_Structure","Assessed_Fish_Age","Assessed_Age_Confidence","Waterbody_LID","ON_Hg_BSM_years_ID","qryContaminant_link_fish_age_date_tissue_ID","Tissues_Sampled","Contaminant_Samples_Taken","FN3_individual_fish_id","LAT","LON","LatZones","fYEAR"
"4063",4063,49068441,490614,844140,"Northern Pike","Northern Pike","2011-08-21",2011,"2011-08-20","2011-08-21",537,537,924,924,1,1,0.53,"Cleithrum",6,7,"16-6683-54413",14580,5935,"1","Yes",446052,49.10388889,84.69444444,"Mid","2011"
"4064",4064,49068441,490614,844140,"Northern Pike","Northern Pike","2011-08-21",2011,"2011-08-20","2011-08-21",532,532,859,859,1,1,0.52,"Cleithrum",5,6,"16-6683-54413",14581,5940,"1","Yes",446055,49.10388889,84.69444444,"Mid","2011"
"4065",4065,49068441,490614,844140,"Northern Pike","Northern Pike","2011-08-21",2011,"2011-08-20","2011-08-21",507,507,782,782,1,1,0.44,"Cleithrum",5,7,"16-6683-54413",14583,5937,"1","Yes",446062,49.10388889,84.69444444,"Mid","2011"
"4078",4078,49068441,490614,844140,"Northern Pike","Northern Pike","2011-08-22",2011,"2011-08-21","2011-08-22",534,534,710,710,2,2,0.78,"Cleithrum",5,6,"16-6683-54413",14596,5924,"1","Yes",446070,49.10388889,84.69444444,"Mid","2011"
"4082",4082,49068441,490614,844140,"Northern Pike","Northern Pike","2011-08-22",2011,"2011-08-21","2011-08-22",638,638,1312,1312,2,2,0.95,"Cleithrum",7,6,"16-6683-54413",14602,5915,"1","Yes",446206,49.10388889,84.69444444,"Mid","2011"
"4083",4083,49068441,490614,844140,"Northern Pike","Northern Pike","2011-08-22",2011,"2011-08-21","2011-08-22",603,603,1205,1205,1,1,0.67,"Cleithrum",6,6,"16-6683-54413",14603,5925,"1","Yes",446071,49.10388889,84.69444444,"Mid","2011"
"4089",4089,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",475,475,647,647,1,1,0.32,"Cleithrum",4,6,"16-3431-54406",14605,25373,"1","Yes",172276,49.10805556,89.15583333,"Mid","2008"
"4090",4090,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",679,679,1500,1500,2,2,0.7,"Cleithrum",9,6,"16-3431-54406",14606,25376,"1","Yes",172325,49.10805556,89.15583333,"Mid","2008"
"4091",4091,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",560,560,947,947,2,2,0.61,"Cleithrum",6,6,"16-3431-54406",14607,25375,"1","Yes",172324,49.10805556,89.15583333,"Mid","2008"
"4092",4092,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",570,570,886,886,1,1,1.1,"Cleithrum",4,6,"16-3431-54406",14608,25350,"1","Yes",172307,49.10805556,89.15583333,"Mid","2008"
"4093",4093,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",720,720,1903,1903,2,2,0.92,"Cleithrum",8,5,"16-3431-54406",14609,25366,"1","Yes",172269,49.10805556,89.15583333,"Mid","2008"
"4094",4094,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",599,599,1112,1112,1,1,1,"Cleithrum",6,7,"16-3431-54406",14610,25365,"1","Yes",172268,49.10805556,89.15583333,"Mid","2008"
"4111",4111,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",430,430,447,447,4,4,0.29,"Cleithrum",2,7,"16-3431-54406",14634,25349,"1","Yes",172306,49.10805556,89.15583333,"Mid","2008"
"4112",4112,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",570,570,938,938,2,2,0.56,"Cleithrum",4,7,"16-3431-54406",14635,25374,"1","Yes",172277,49.10805556,89.15583333,"Mid","2008"
"4116",4116,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",479,479,616,616,4,4,0.41,"Cleithrum",3,8,"16-3431-54406",14639,25348,"1","Yes",172261,49.10805556,89.15583333,"Mid","2008"
"4117",4117,49068909,490629,890921,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",705,705,2177,2177,2,2,1.1,"Cleithrum",9,6,"16-3431-54406",14640,25377,"1","Yes",172326,49.10805556,89.15583333,"Mid","2008"
"4152",4152,49079136,490728,913631,"Northern Pike","Northern Pike","2010-08-26",2010,"2010-08-26","2010-08-27",682,682,2025,2025,2,2,0.79,"Cleithrum",8,6,"15-6015-54420",14690,13576,"1","Yes",362988,49.12444444,91.60861111,"Mid","2010"
"4153",4153,49079136,490728,913631,"Northern Pike","Northern Pike","2010-08-26",2010,"2010-08-26","2010-08-27",591,591,1247,1247,2,2,0.76,"Cleithrum",6,6,"15-6015-54420",14691,13558,"1","Yes",363056,49.12444444,91.60861111,"Mid","2010"
"4154",4154,49079136,490728,913631,"Northern Pike","Northern Pike","2010-08-26",2010,"2010-08-26","2010-08-27",514,514,848,848,1,1,0.36,"Cleithrum",2,7,"15-6015-54420",14694,13561,"1","Yes",362979,49.12444444,91.60861111,"Mid","2010"
"4199",4199,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-13",2012,"2012-06-12","2012-06-13",382,382,295,295,1,1,0.36,"Cleithrum",2,8,"16-4995-54471",14767,10392,"1","Yes",464688,49.17833333,87.00694444,"Mid","2012"
"4200",4200,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-13",2012,"2012-06-12","2012-06-13",524,524,750,750,2,2,0.5,"Cleithrum",4,7,"16-4995-54471",14768,10390,"1","Yes",464681,49.17833333,87.00694444,"Mid","2012"
"4201",4201,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-13",2012,"2012-06-12","2012-06-13",424,424,440,440,1,1,0.46,"Cleithrum",2,8,"16-4995-54471",14769,10393,"1","Yes",464689,49.17833333,87.00694444,"Mid","2012"
"4202",4202,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-13",2012,"2012-06-12","2012-06-13",532,532,840,840,1,1,0.68,"Cleithrum",5,7,"16-4995-54471",14770,10391,"1","Yes",464687,49.17833333,87.00694444,"Mid","2012"
"4203",4203,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-13",2012,"2012-06-12","2012-06-13",531,531,740,740,1,1,0.74,"Cleithrum",5,8,"16-4995-54471",14771,10389,"1","Yes",464679,49.17833333,87.00694444,"Mid","2012"
"4204",4204,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-14",2012,"2012-06-13","2012-06-14",580,580,850,850,1,1,0.82,"Cleithrum",4,6,"16-4995-54471",14772,10382,"1","Yes",464665,49.17833333,87.00694444,"Mid","2012"
"4205",4205,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-14",2012,"2012-06-13","2012-06-14",520,520,675,675,2,2,0.75,"Cleithrum",5,8,"16-4995-54471",14773,10384,"1","Yes",464667,49.17833333,87.00694444,"Mid","2012"
"4206",4206,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-14",2012,"2012-06-13","2012-06-14",500,500,640,640,2,2,0.68,"Cleithrum",6,7,"16-4995-54471",14774,10388,"1","Yes",464674,49.17833333,87.00694444,"Mid","2012"
"4207",4207,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-14",2012,"2012-06-13","2012-06-14",478,478,560,560,1,1,0.42,"Cleithrum",3,8,"16-4995-54471",14775,10387,"1","Yes",464673,49.17833333,87.00694444,"Mid","2012"
"4208",4208,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-14",2012,"2012-06-13","2012-06-14",458,458,510,510,1,1,0.51,"Cleithrum",4,7,"16-4995-54471",14776,10383,"1","Yes",464666,49.17833333,87.00694444,"Mid","2012"
"4209",4209,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-14",2012,"2012-06-13","2012-06-14",580,580,1000,1000,2,2,1.2,"Cleithrum",5,7,"16-4995-54471",14777,10386,"1","Yes",464626,49.17833333,87.00694444,"Mid","2012"
"4217",4217,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-15",2012,"2012-06-14","2012-06-15",548,548,720,720,2,2,0.7,"Cleithrum",4,7,"16-4995-54471",14785,10374,"1","Yes",464656,49.17833333,87.00694444,"Mid","2012"
"4218",4218,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-15",2012,"2012-06-14","2012-06-15",412,412,375,375,2,2,0.36,"Cleithrum",2,8,"16-4995-54471",14786,10375,"1","Yes",464657,49.17833333,87.00694444,"Mid","2012"
"4219",4219,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-16",2012,"2012-06-15","2012-06-16",420,420,430,430,1,1,0.3,"Cleithrum",2,8,"16-4995-54471",14787,10372,"1","Yes",464650,49.17833333,87.00694444,"Mid","2012"
"4220",4220,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-16",2012,"2012-06-15","2012-06-16",630,630,1350,1350,2,2,0.95,"Cleithrum",5,7,"16-4995-54471",14788,10370,"1","Yes",464624,49.17833333,87.00694444,"Mid","2012"
"4221",4221,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-16",2012,"2012-06-15","2012-06-16",542,542,950,950,2,2,0.57,"Cleithrum",4,8,"16-4995-54471",14789,10371,"1","Yes",464644,49.17833333,87.00694444,"Mid","2012"
"4223",4223,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-17",2012,"2012-06-16","2012-06-17",268,268,100,100,2,2,0.24,"Cleithrum",1,7,"16-4995-54471",14791,10367,"1","Yes",464635,49.17833333,87.00694444,"Mid","2012"
"4236",4236,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-17",2012,"2012-06-16","2012-06-17",476,476,550,550,1,1,0.47,"Cleithrum",3,8,"16-4995-54471",14804,10365,"1X","Yes",464634,49.17833333,87.00694444,"Mid","2012"
"4237",4237,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-17",2012,"2012-06-16","2012-06-17",394,394,360,360,1,1,0.3,"Cleithrum",2,7,"16-4995-54471",14805,10368,"1","Yes",464636,49.17833333,87.00694444,"Mid","2012"
"4238",4238,49108700,491042,870025,"Northern Pike","Northern Pike","2012-06-17",2012,"2012-06-16","2012-06-17",322,322,185,185,1,1,0.23,"Cleithrum",2,8,"16-4995-54471",14806,10369,"1","Yes",464637,49.17833333,87.00694444,"Mid","2012"
"4239",4239,49109109,491026,910917,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",656,656,1555,1555,1,1,1.2,"Cleithrum",11,6,"15-6345-54482",14819,16597,"1","Yes",298812,49.17388889,91.15472222,"Mid","2010"
"4240",4240,49109109,491026,910917,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",605,605,1313,1313,2,2,0.42,"Cleithrum",5,7,"15-6345-54482",14820,16577,"1","Yes",298792,49.17388889,91.15472222,"Mid","2010"
"4241",4241,49109109,491026,910917,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",586,586,1017,1017,2,2,0.8,"Cleithrum",5,6,"15-6345-54482",14821,16578,"1","Yes",298793,49.17388889,91.15472222,"Mid","2010"
"4248",4248,49109322,491029,932237,"Northern Pike","Northern Pike","2010-07-13",2010,"2010-07-13","2010-07-14",540,540,785,785,2,2,0.59,"Cleithrum",4,6,"15-4725-54467",14854,11744,"1","Yes",325360,49.17472222,93.37694444,"Mid","2010"
"4249",4249,49109322,491029,932237,"Northern Pike","Northern Pike","2010-07-13",2010,"2010-07-13","2010-07-14",519,519,910,910,2,2,0.19,"Cleithrum",3,7,"15-4725-54467",14855,11736,"1","Yes",325381,49.17472222,93.37694444,"Mid","2010"
"4252",4252,49109322,491029,932237,"Northern Pike","Northern Pike","2010-07-13",2010,"2010-07-12","2010-07-13",572,572,1023,1023,1,1,0.38,"Cleithrum",4,6,"15-4725-54467",14853,11756,"1","Yes",325367,49.17472222,93.37694444,"Mid","2010"
"4254",4254,49109322,491029,932237,"Northern Pike","Northern Pike","2010-07-13",2010,"2010-07-12","2010-07-13",778,778,2661,2661,2,2,0.6,"Cleithrum",9,6,"15-4725-54467",14859,11725,"1","Yes",325460,49.17472222,93.37694444,"Mid","2010"
"4258",4258,49119202,491148,920204,"Northern Pike","Northern Pike","2010-07-07",2010,"2010-07-07","2010-07-08",678,678,1559,1559,2,2,0.71,"Cleithrum",5,7,"15-5704-54495",14879,12700,"1","Yes",317158,49.19666667,92.03444444,"Mid","2010"
"4259",4259,49119202,491148,920204,"Northern Pike","Northern Pike","2010-07-07",2010,"2010-07-07","2010-07-08",658,658,1628,1628,2,2,0.75,"Cleithrum",8,6,"15-5704-54495",14880,12689,"1","Yes",317133,49.19666667,92.03444444,"Mid","2010"
"4260",4260,49119202,491148,920204,"Northern Pike","Northern Pike","2010-07-07",2010,"2010-07-07","2010-07-08",471,471,602,602,2,2,0.4,"Cleithrum",3,6,"15-5704-54495",14884,12688,"1","Yes",317132,49.19666667,92.03444444,"Mid","2010"
"4267",4267,49119202,491148,920204,"Northern Pike","Northern Pike","2010-07-07",2010,"2010-07-06","2010-07-07",649,649,1239,1239,2,2,0.76,"Cleithrum",5,6,"15-5704-54495",14881,12703,"1","Yes",317193,49.19666667,92.03444444,"Mid","2010"
"4268",4268,49119202,491148,920204,"Northern Pike","Northern Pike","2010-07-07",2010,"2010-07-06","2010-07-07",598,598,1104,1104,1,1,0.66,"Cleithrum",6,7,"15-5704-54495",14882,12701,"1","Yes",316994,49.19666667,92.03444444,"Mid","2010"
"4269",4269,49119202,491148,920204,"Northern Pike","Northern Pike","2010-07-07",2010,"2010-07-06","2010-07-07",597,597,1190,1190,1,1,0.49,"Cleithrum",4,6,"15-5704-54495",14883,12702,"1","Yes",317192,49.19666667,92.03444444,"Mid","2010"
"4289",4289,49129150,491218,915040,"Northern Pike","Northern Pike","2010-08-04",2010,"2010-08-04","2010-08-05",819,819,3667,3667,1,1,0.98,"Cleithrum",9,6,"15-5842-54507",15002,15009,"1","Yes",347359,49.205,91.84444444,"Mid","2010"
"4295",4295,49129150,491218,915040,"Northern Pike","Northern Pike","2010-08-04",2010,"2010-08-03","2010-08-04",819,819,3417,3417,2,2,0.56,"Cleithrum",6,6,"15-5842-54507",15001,14915,"1","Yes",347301,49.205,91.84444444,"Mid","2010"
"4299",4299,49129150,491218,915040,"Northern Pike","Northern Pike","2010-08-04",2010,"2010-08-03","2010-08-04",591,591,1076,1076,2,2,0.22,"Cleithrum",4,6,"15-5842-54507",15021,14914,"1","Yes",347300,49.205,91.84444444,"Mid","2010"
"4316",4316,49159258,491553,925807,"Northern Pike","Northern Pike","2010-08-28",2010,"2010-08-28","2010-08-29",530,530,930,930,2,2,0.13,"Cleithrum",2,7,"15-5023-54567",15102,14358,"1","Yes",363278,49.26472222,92.96861111,"Mid","2010"
"4331",4331,49159258,491553,925807,"Northern Pike","Northern Pike","2010-08-28",2010,"2010-08-27","2010-08-28",836,836,2510,2510,2,2,0.5,"Cleithrum",8,5,"15-5023-54567",15130,14380,"1","Yes",363414,49.26472222,92.96861111,"Mid","2010"
"4333",4333,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-23",2011,"2011-07-22","2011-07-23",601,601,1130,1130,2,2,1.6,"Cleithrum",6,6,"16-5412-54570",15138,4991,"1","Yes",436088,49.31,86.40583333,"Mid","2011"
"4334",4334,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-23",2011,"2011-07-22","2011-07-23",548,548,910,910,2,2,0.95,"Cleithrum",5,6,"16-5412-54570",15139,4988,"1","Yes",436067,49.31,86.40583333,"Mid","2011"
"4335",4335,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-23",2011,"2011-07-22","2011-07-23",515,515,820,820,1,1,0.58,"Cleithrum",5,6,"16-5412-54570",15140,4987,"1","Yes",436049,49.31,86.40583333,"Mid","2011"
"4336",4336,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-23",2011,"2011-07-22","2011-07-23",501,501,740,740,2,2,0.68,"Cleithrum",4,6,"16-5412-54570",15141,4986,"1","Yes",436044,49.31,86.40583333,"Mid","2011"
"4340",4340,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-24",2011,"2011-07-23","2011-07-24",621,621,1190,1190,2,2,2.2,"Cleithrum",6,7,"16-5412-54570",15145,4949,"1","Yes",436737,49.31,86.40583333,"Mid","2011"
"4341",4341,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-24",2011,"2011-07-23","2011-07-24",598,598,1230,1230,1,1,2.1,"Cleithrum",6,8,"16-5412-54570",15146,4952,"1","Yes",436832,49.31,86.40583333,"Mid","2011"
"4342",4342,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-24",2011,"2011-07-23","2011-07-24",574,574,1055,1055,2,2,1.1,"Cleithrum",4,8,"16-5412-54570",15147,4950,"1","Yes",436823,49.31,86.40583333,"Mid","2011"
"4343",4343,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-24",2011,"2011-07-23","2011-07-24",566,566,1010,1010,2,2,1.2,"Cleithrum",4,5,"16-5412-54570",15148,4980,"1","Yes",436857,49.31,86.40583333,"Mid","2011"
"4344",4344,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-24",2011,"2011-07-23","2011-07-24",551,551,990,990,2,2,1,"Cleithrum",4,6,"16-5412-54570",15149,4979,"1","Yes",436750,49.31,86.40583333,"Mid","2011"
"4345",4345,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-24",2011,"2011-07-23","2011-07-24",501,501,830,830,1,1,0.97,"Cleithrum",6,7,"16-5412-54570",15150,4951,"1","Yes",436831,49.31,86.40583333,"Mid","2011"
"4354",4354,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-25",2011,"2011-07-25","2011-07-26",420,420,440,440,1,1,0.42,"Cleithrum",3,7,"16-5412-54570",15161,5004,"1","Yes",436723,49.31,86.40583333,"Mid","2011"
"4355",4355,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-25",2011,"2011-07-25","2011-07-26",530,530,855,855,2,2,0.55,"Cleithrum",5,6,"16-5412-54570",15163,5005,"1","Yes",436751,49.31,86.40583333,"Mid","2011"
"4356",4356,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-25",2011,"2011-07-24","2011-07-25",599,599,1150,1150,2,2,1.4,"Cleithrum",4,7,"16-5412-54570",15162,5019,"1","Yes",436799,49.31,86.40583333,"Mid","2011"
"4357",4357,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-25",2011,"2011-07-24","2011-07-25",519,519,730,730,1,1,1.3,"Cleithrum",5,6,"16-5412-54570",15164,5007,"1","Yes",436772,49.31,86.40583333,"Mid","2011"
"4363",4363,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-26",2011,"2011-07-25","2011-07-26",693,693,1930,1930,2,2,1.8,"Cleithrum",8,6,"16-5412-54570",15170,5001,"1","Yes",436880,49.31,86.40583333,"Mid","2011"
"4364",4364,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-26",2011,"2011-07-25","2011-07-26",666,666,1840,1840,2,2,2,"Cleithrum",7,6,"16-5412-54570",15171,4999,"1","Yes",436860,49.31,86.40583333,"Mid","2011"
"4365",4365,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-26",2011,"2011-07-25","2011-07-26",633,633,1190,1190,1,1,2.6,"Cleithrum",7,6,"16-5412-54570",15172,5000,"1","Yes",436879,49.31,86.40583333,"Mid","2011"
"4366",4366,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-26",2011,"2011-07-25","2011-07-26",545,545,994,994,1,1,1.4,"Cleithrum",6,7,"16-5412-54570",15173,5002,"1","Yes",436905,49.31,86.40583333,"Mid","2011"
"4369",4369,49168626,491836,862421,"Northern Pike","Northern Pike","2011-07-27",2011,"2011-07-26","2011-07-27",499,499,699,699,1,1,0.76,"Cleithrum",5,7,"16-5412-54570",15176,4994,"1","Yes",436953,49.31,86.40583333,"Mid","2011"
"4373",4373,49169322,491603,932224,"Northern Pike","Northern Pike","2010-08-14",2010,"2010-08-14","2010-08-15",642,642,1773,1773,1,1,0.57,"Cleithrum",5,7,"15-4729-54570",15213,13924,"1","Yes",357492,49.2675,93.37333333,"Mid","2010"
"4386",4386,49189351,491834,935135,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",929,929,4460,4460,2,2,0.67,"Cleithrum",7,7,"15-4375-54620",15288,12214,"1","Yes",340230,49.30944444,93.85972222,"Mid","2010"
"4387",4387,49189351,491834,935135,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",776,776,2952,2952,2,2,0.53,"Cleithrum",9,6,"15-4375-54620",15289,12195,"1","Yes",340142,49.30944444,93.85972222,"Mid","2010"
"4388",4388,49189351,491834,935135,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",689,689,1986,1986,1,1,0.45,"Cleithrum",6,6,"15-4375-54620",15290,12201,"1","Yes",340217,49.30944444,93.85972222,"Mid","2010"
"4389",4389,49189351,491834,935135,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",578,578,1048,1048,1,1,0.32,"Cleithrum",5,6,"15-4375-54620",15291,12200,"1","Yes",340146,49.30944444,93.85972222,"Mid","2010"
"4390",4390,49189351,491834,935135,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",519,519,682,682,1,1,0.28,"Cleithrum",4,6,"15-4375-54620",15293,12197,"1","Yes",340212,49.30944444,93.85972222,"Mid","2010"
"4402",4402,49189351,491834,935135,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",496,496,715,715,2,2,0.11,"Cleithrum",3,6,"15-4375-54620",15309,12213,"1","Yes",340150,49.30944444,93.85972222,"Mid","2010"
"4403",4403,49199203,491909,920335,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",467,467,492,492,1,1,1.3,"Cleithrum",4,8,"15-5684-54631",15319,17390,"1","Yes",372240,49.31916667,92.05972222,"Mid","2010"
"4404",4404,49199203,491909,920335,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",464,464,484,484,1,1,0.81,"Cleithrum",3,8,"15-5684-54631",15320,17389,"1","Yes",372252,49.31916667,92.05972222,"Mid","2010"
"4405",4405,49199203,491909,920335,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",405,405,330,330,1,1,0.43,"Cleithrum",2,7,"15-5684-54631",15321,17388,"1","Yes",372251,49.31916667,92.05972222,"Mid","2010"
"4408",4408,49199203,491909,920335,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-27","2010-06-28",598,598,1123,1123,2,2,1.6,"Cleithrum",5,6,"15-5684-54631",15317,17353,"1","Yes",371402,49.31916667,92.05972222,"Mid","2010"
"4409",4409,49199203,491909,920335,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-27","2010-06-28",482,482,552,552,2,2,0.79,"Cleithrum",4,6,"15-5684-54631",15318,17354,"1","Yes",371401,49.31916667,92.05972222,"Mid","2010"
"4438",4438,49199333,491911,933337,"Northern Pike","Northern Pike","2010-08-18",2010,"2010-08-18","2010-08-19",686,686,1833,1833,2,2,0.41,"Cleithrum",6,7,"15-4593-54629",15426,16099,"1","Yes",359401,49.31972222,93.56027778,"Mid","2010"
"4439",4439,49199333,491911,933337,"Northern Pike","Northern Pike","2010-08-18",2010,"2010-08-18","2010-08-19",600,600,1360,1360,2,2,0.27,"Cleithrum",3,7,"15-4593-54629",15429,16130,"1","Yes",359193,49.31972222,93.56027778,"Mid","2010"
"4440",4440,49199333,491911,933337,"Northern Pike","Northern Pike","2010-08-18",2010,"2010-08-18","2010-08-19",599,599,1288,1288,1,1,0.43,"Cleithrum",8,5,"15-4593-54629",15430,16100,"1","Yes",359402,49.31972222,93.56027778,"Mid","2010"
"4441",4441,49199333,491911,933337,"Northern Pike","Northern Pike","2010-08-18",2010,"2010-08-18","2010-08-19",545,545,953,953,1,1,0.3,"Cleithrum",4,7,"15-4593-54629",15434,16101,"1","Yes",359403,49.31972222,93.56027778,"Mid","2010"
"4442",4442,49199333,491911,933337,"Northern Pike","Northern Pike","2010-08-18",2010,"2010-08-18","2010-08-19",510,510,712,712,2,2,0.3,"Cleithrum",4,6,"15-4593-54629",15435,16103,"1","Yes",359424,49.31972222,93.56027778,"Mid","2010"
"4498",4498,49218901,492136,890108,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-26","2008-08-27",480,480,606,606,1,1,0.2,"Cleithrum",3,7,"16-3534-54692",15572,26639,"1","Yes",174137,49.36,89.01888889,"Mid","2008"
"4499",4499,49218901,492136,890108,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-26","2008-08-27",542,542,1150,1150,1,1,0.22,"Cleithrum",3,8,"16-3534-54692",15573,26612,"1","Yes",173737,49.36,89.01888889,"Mid","2008"
"4500",4500,49218901,492136,890108,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-26","2008-08-27",764,764,2600,2600,2,2,0.47,"Cleithrum",5,8,"16-3534-54692",15574,26622,"1","Yes",173761,49.36,89.01888889,"Mid","2008"
"4501",4501,49218901,492136,890108,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-26","2008-08-27",593,593,1200,1200,2,2,0.22,"Cleithrum",4,6,"16-3534-54692",15575,26621,"1","Yes",173673,49.36,89.01888889,"Mid","2008"
"4502",4502,49218901,492136,890108,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-26","2008-08-27",638,638,1700,1700,2,2,0.25,"Cleithrum",3,7,"16-3534-54692",15576,26620,"1","Yes",173672,49.36,89.01888889,"Mid","2008"
"4513",4513,49218901,492136,890108,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",584,584,1109,1109,2,2,0.5,"Cleithrum",4,7,"16-3534-54692",15570,26626,"1","Yes",173677,49.36,89.01888889,"Mid","2008"
"4514",4514,49218901,492136,890108,"Northern Pike","Northern Pike","2008-08-26",2008,"2008-08-25","2008-08-26",702,702,1800,1800,2,2,0.35,"Cleithrum",3,6,"16-3534-54692",15571,26627,"1","Yes",173936,49.36,89.01888889,"Mid","2008"
"4517",4517,49229346,492229,934630,"Northern Pike","Northern Pike","2010-06-21",2010,"2010-06-21","2010-06-22",900,900,4091,4091,2,2,1.2,"Cleithrum",12,7,"15-4431-54685",15611,12144,"1","Yes",306082,49.37472222,93.775,"Mid","2010"
"4518",4518,49229346,492229,934630,"Northern Pike","Northern Pike","2010-06-21",2010,"2010-06-21","2010-06-22",960,960,5063,5063,2,2,0.63,"Cleithrum",12,7,"15-4431-54685",15614,12145,"1","Yes",306083,49.37472222,93.775,"Mid","2010"
"4519",4519,49229346,492229,934630,"Northern Pike","Northern Pike","2010-06-21",2010,"2010-06-21","2010-06-22",930,930,6031,6031,1,1,0.45,"Cleithrum",10,6,"15-4431-54685",15615,12146,"1","Yes",306084,49.37472222,93.775,"Mid","2010"
"4534",4534,49229346,492229,934630,"Northern Pike","Northern Pike","2010-06-21",2010,"2010-06-21","2010-06-22",589,589,1280,1280,2,2,0.4,"Cleithrum",7,7,"15-4431-54685",15653,12135,"1","Yes",305894,49.37472222,93.775,"Mid","2010"
