"","X","WATERBODY_CODE","LATITUDE","LONGITUDE","SPECIES_NAME","name","SAMPLE_DATE","YEAR","Netting_Start_Date","Netting_End_Date","Len2mm","Total_Length","WEIGHT","Round_Weight","SexID","Sex_ID","VALUE","Aging_Structure","Assessed_Fish_Age","Assessed_Age_Confidence","Waterbody_LID","ON_Hg_BSM_years_ID","qryContaminant_link_fish_age_date_tissue_ID","Tissues_Sampled","Contaminant_Samples_Taken","FN3_individual_fish_id","LAT","LON","LatZones","fYEAR"
"36",36,44257633,442551,763324,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",690,690,2300,2300,2,2,0.94,"Cleithrum",8,5,"18-3760-49200",820,30796,"1","Yes",311071,44.43083333,76.55666667,"South","2010"
"37",37,44257633,442551,763324,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",745,745,2200,2200,2,2,1.1,"Cleithrum",8,6,"18-3760-49200",821,30797,"1","Yes",311382,44.43083333,76.55666667,"South","2010"
"38",38,44257633,442551,763324,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",670,670,1900,1900,2,2,0.87,"Cleithrum",8,6,"18-3760-49200",825,30798,"1","Yes",311383,44.43083333,76.55666667,"South","2010"
"39",39,44257633,442551,763324,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",561,561,1050,1050,1,1,0.45,"Cleithrum",5,7,"18-3760-49200",827,30799,"1","Yes",311418,44.43083333,76.55666667,"South","2010"
"40",40,44257633,442551,763324,"Northern Pike","Northern Pike","2010-07-26",2010,"2010-07-26","2010-07-27",426,426,465,465,2,2,0.28,"Scales (left side)",3,5,"18-3760-49200",834,30800,"1","Yes",311419,44.43083333,76.55666667,"South","2010"
"44",44,44267613,442603,761317,"Northern Pike","Northern Pike","2010-08-25",2010,"2010-08-25","2010-08-26",726,726,2000,2000,2,2,0.34,"Cleithrum",4,6,"18-4028-49206",935,30775,"1","Yes",329921,44.43416667,76.22138889,"South","2010"
"45",45,44267613,442603,761317,"Northern Pike","Northern Pike","2010-08-25",2010,"2010-08-25","2010-08-26",615,615,1490,1490,1,1,0.19,"Cleithrum",3,7,"18-4028-49206",936,30779,"1","Yes",329836,44.43416667,76.22138889,"South","2010"
"46",46,44267613,442603,761317,"Northern Pike","Northern Pike","2010-08-25",2010,"2010-08-25","2010-08-26",570,570,1250,1250,2,2,0.14,"Cleithrum",2,7,"18-4028-49206",937,30773,"1","Yes",329920,44.43416667,76.22138889,"South","2010"
"47",47,44267613,442603,761317,"Northern Pike","Northern Pike","2010-08-25",2010,"2010-08-25","2010-08-26",570,570,1050,1050,1,1,0.15,"Cleithrum",2,7,"18-4028-49206",938,30776,"1","Yes",329918,44.43416667,76.22138889,"South","2010"
"48",48,44267613,442603,761317,"Northern Pike","Northern Pike","2010-08-25",2010,"2010-08-25","2010-08-26",517,517,900,900,2,2,0.13,"Scales (left side)",2,8,"18-4028-49206",940,30774,"1","Yes",329919,44.43416667,76.22138889,"South","2010"
"49",49,44267613,442603,761317,"Northern Pike","Northern Pike","2010-08-25",2010,"2010-08-25","2010-08-26",478,478,810,810,2,2,0.1,"Scales (left side)",1,8,"18-4028-49206",942,30777,"1","Yes",329833,44.43416667,76.22138889,"South","2010"
"101",101,44307727,442914,772713,"Northern Pike","Northern Pike","2010-06-23",2010,"2010-06-23","2010-06-24",521,521,790,790,1,1,0.27,"Scales (left side)",2,6,"18-3050-49285",1121,30646,"1","Yes",300747,44.48722222,77.45361111,"South","2010"
"168",168,44347616,443406,761541,"Northern Pike","Northern Pike","2010-08-16",2010,"2010-08-16","2010-08-17",567,567,800,800,2,2,0.28,"Scales (left side)",3,7,"18-3998-49356",1315,30661,"1","Yes",324756,44.56833333,76.26138889,"South","2010"
"169",169,44347616,443406,761541,"Northern Pike","Northern Pike","2010-08-16",2010,"2010-08-16","2010-08-17",585,585,930,930,2,2,0.24,"Cleithrum",3,8,"18-3998-49356",1316,30658,"1","Yes",324742,44.56833333,76.26138889,"South","2010"
"170",170,44347616,443406,761541,"Northern Pike","Northern Pike","2010-08-16",2010,"2010-08-16","2010-08-17",460,460,560,560,1,1,0.19,"Scales (left side)",2,5,"18-3998-49356",1320,30659,"1","Yes",324743,44.56833333,76.26138889,"South","2010"
"176",176,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",461,461,590,590,1,1,0.31,"Scales (left side)",2,6,"18-3580-49390",1347,30585,"1","Yes",296399,44.59166667,76.78916667,"South","2010"
"177",177,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",506,506,675,675,2,2,0.33,"Scales (left side)",3,7,"18-3580-49390",1349,30593,"1","Yes",296402,44.59166667,76.78916667,"South","2010"
"178",178,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",459,459,500,500,1,1,0.33,"Scales (left side)",3,8,"18-3580-49390",1350,30592,"1","Yes",296401,44.59166667,76.78916667,"South","2010"
"179",179,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",456,456,550,550,2,2,0.32,"Scales (left side)",4,5,"18-3580-49390",1351,30586,"1","Yes",296405,44.59166667,76.78916667,"South","2010"
"180",180,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",455,455,500,500,1,1,0.29,"Scales (left side)",3,5,"18-3580-49390",1352,30590,"1","Yes",296528,44.59166667,76.78916667,"South","2010"
"181",181,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",450,450,500,500,2,2,0.27,"Scales (left side)",3,6,"18-3580-49390",1353,30588,"1","Yes",296406,44.59166667,76.78916667,"South","2010"
"182",182,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",450,450,500,500,2,2,0.28,"Scales (left side)",3,6,"18-3580-49390",1354,30588,"1","Yes",296406,44.59166667,76.78916667,"South","2010"
"183",183,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",445,445,500,500,2,2,0.22,"Scales (left side)",2,6,"18-3580-49390",1355,30594,"1","Yes",296542,44.59166667,76.78916667,"South","2010"
"184",184,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",444,444,500,500,2,2,0.26,"Scales (left side)",2,5,"18-3580-49390",1356,30591,"1","Yes",296529,44.59166667,76.78916667,"South","2010"
"185",185,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",412,412,400,400,2,2,0.3,"Scales (left side)",2,6,"18-3580-49390",1357,30587,"1","Yes",296400,44.59166667,76.78916667,"South","2010"
"186",186,44357647,443530,764721,"Northern Pike","Northern Pike","2010-06-28",2010,"2010-06-28","2010-06-29",381,381,300,300,1,1,0.25,"Scales (left side)",2,6,"18-3580-49390",1358,30589,"1","Yes",296514,44.59166667,76.78916667,"South","2010"
"187",187,44357659,443521,765925,"Northern Pike","Northern Pike","2010-07-15",2010,"2010-07-15","2010-07-16",550,550,920,920,2,2,0.28,"Cleithrum",4,7,"18-3420-49390",1360,30600,"1","Yes",306822,44.58916667,76.99027778,"South","2010"
"188",188,44357659,443521,765925,"Northern Pike","Northern Pike","2010-07-15",2010,"2010-07-15","2010-07-16",575,575,1100,1100,2,2,0.33,"Cleithrum",5,7,"18-3420-49390",1361,30599,"1","Yes",306821,44.58916667,76.99027778,"South","2010"
"192",192,44357700,443543,770035,"Northern Pike","Northern Pike","2010-07-21",2010,"2010-07-21","2010-07-22",610,610,1150,1150,1,1,0.54,"Cleithrum",6,6,"18-3404-49395",1371,30752,"1","Yes",306578,44.59527778,77.00972222,"South","2010"
"193",193,44357700,443543,770035,"Northern Pike","Northern Pike","2010-07-21",2010,"2010-07-21","2010-07-22",570,570,900,900,2,2,0.51,"Cleithrum",4,6,"18-3404-49395",1373,30742,"1","Yes",306654,44.59527778,77.00972222,"South","2010"
"194",194,44357700,443543,770035,"Northern Pike","Northern Pike","2010-07-21",2010,"2010-07-21","2010-07-22",530,530,775,775,2,2,0.36,"Scales (left side)",3,7,"18-3404-49395",1374,30744,"1","Yes",306657,44.59527778,77.00972222,"South","2010"
"195",195,44357700,443543,770035,"Northern Pike","Northern Pike","2010-07-21",2010,"2010-07-21","2010-07-22",505,505,890,890,2,2,0.3,"Scales (left side)",2,7,"18-3404-49395",1375,30750,"1","Yes",306577,44.59527778,77.00972222,"South","2010"
"200",200,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",365,365,270,270,2,2,0.39,"Cleithrum",1,6,"18-3677-49397",1469,29983,"1","Yes",113201,44.60444444,76.66944444,"South","2008"
"201",201,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",356,356,240,240,2,2,0.5,"Cleithrum",2,6,"18-3677-49397",1470,29981,"1","Yes",113199,44.60444444,76.66944444,"South","2008"
"202",202,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",540,540,960,960,1,1,0.45,"Cleithrum",3,7,"18-3677-49397",1472,29993,"1","Yes",113194,44.60444444,76.66944444,"South","2008"
"203",203,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",444,444,520,520,2,2,0.24,"Cleithrum",2,6,"18-3677-49397",1473,29992,"1","Yes",113193,44.60444444,76.66944444,"South","2008"
"204",204,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",481,481,640,640,2,2,0.32,"Cleithrum",3,6,"18-3677-49397",1474,29991,"1","Yes",113192,44.60444444,76.66944444,"South","2008"
"205",205,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",425,425,450,450,2,2,0.25,"Cleithrum",3,5,"18-3677-49397",1475,29990,"1","Yes",113191,44.60444444,76.66944444,"South","2008"
"206",206,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",669,669,1850,1850,2,2,0.57,"Cleithrum",5,7,"18-3677-49397",1477,29986,"1","Yes",113202,44.60444444,76.66944444,"South","2008"
"210",210,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-24","2008-06-25",342,342,200,200,2,2,0.66,"Cleithrum",2,6,"18-3677-49397",1482,29982,"1","Yes",113200,44.60444444,76.66944444,"South","2008"
"212",212,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",744,744,2700,2700,2,2,0.6,"Cleithrum",6,6,"18-3677-49397",1460,29977,"1","Yes",113146,44.60444444,76.66944444,"South","2008"
"213",213,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",600,600,1300,1300,2,2,0.64,"Cleithrum",3,7,"18-3677-49397",1461,29979,"1","Yes",113157,44.60444444,76.66944444,"South","2008"
"214",214,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",612,612,1500,1500,2,2,0.59,"Cleithrum",4,7,"18-3677-49397",1462,29976,"1","Yes",113145,44.60444444,76.66944444,"South","2008"
"215",215,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",511,511,750,750,2,2,0.3,"Cleithrum",3,7,"18-3677-49397",1463,29975,"1","Yes",113144,44.60444444,76.66944444,"South","2008"
"216",216,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",448,448,500,500,1,1,0.25,"Cleithrum",2,8,"18-3677-49397",1464,29974,"1","Yes",113143,44.60444444,76.66944444,"South","2008"
"217",217,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",563,563,925,925,1,1,0.57,"Cleithrum",3,7,"18-3677-49397",1465,29973,"1","Yes",113142,44.60444444,76.66944444,"South","2008"
"218",218,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",484,484,600,600,2,2,0.3,"Cleithrum",3,5,"18-3677-49397",1466,29972,"1","Yes",113141,44.60444444,76.66944444,"South","2008"
"219",219,44367640,443616,764010,"Northern Pike","Northern Pike","2008-06-24",2008,"2008-06-23","2008-06-24",480,480,680,680,1,1,0.34,"Cleithrum",3,7,"18-3677-49397",1467,29978,"1","Yes",113156,44.60444444,76.66944444,"South","2008"
"267",267,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-03","2008-07-04",601,601,1240,1240,1,1,0.38,"Cleithrum",4,6,"18-3651-49486",1639,29839,"1","Yes",117405,44.68305556,76.69861111,"South","2008"
"268",268,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-03","2008-07-04",571,571,1090,1090,1,1,0.36,"Cleithrum",3,7,"18-3651-49486",1651,29847,"1","Yes",117465,44.68305556,76.69861111,"South","2008"
"269",269,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-03","2008-07-04",620,620,1600,1600,2,2,0.5,"Cleithrum",6,7,"18-3651-49486",1652,29849,"1","Yes",117473,44.68305556,76.69861111,"South","2008"
"270",270,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-03","2008-07-04",535,535,960,960,2,2,0.31,"Cleithrum",4,6,"18-3651-49486",1653,29850,"1","Yes",117472,44.68305556,76.69861111,"South","2008"
"271",271,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-03","2008-07-04",553,553,1080,1080,1,1,0.3,"Cleithrum",4,6,"18-3651-49486",1654,29848,"1","Yes",117192,44.68305556,76.69861111,"South","2008"
"272",272,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-03","2008-07-04",723,723,2200,2200,2,2,0.89,"Cleithrum",8,7,"18-3651-49486",1655,29840,"1","Yes",117425,44.68305556,76.69861111,"South","2008"
"278",278,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-02","2008-07-03",519,519,800,800,2,2,0.41,"Cleithrum",3,7,"18-3651-49486",1646,29862,"1","Yes",117550,44.68305556,76.69861111,"South","2008"
"279",279,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-02","2008-07-03",656,656,1580,1580,1,1,0.43,"Cleithrum",5,6,"18-3651-49486",1647,29868,"1","Yes",117196,44.68305556,76.69861111,"South","2008"
"280",280,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-02","2008-07-03",510,510,760,760,2,2,0.27,"Cleithrum",2,7,"18-3651-49486",1648,29867,"1","Yes",117195,44.68305556,76.69861111,"South","2008"
"281",281,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-02","2008-07-03",795,795,3100,3100,1,1,1.5,"Cleithrum",10,6,"18-3651-49486",1649,29863,"1","Yes",117194,44.68305556,76.69861111,"South","2008"
"282",282,44417642,444059,764155,"Northern Pike","Northern Pike","2008-07-03",2008,"2008-07-02","2008-07-03",586,586,1180,1180,2,2,0.39,"Cleithrum",3,7,"18-3651-49486",1650,29861,"1","Yes",117193,44.68305556,76.69861111,"South","2008"
"286",286,44417658,444116,765829,"Northern Pike","Northern Pike","2010-09-07",2010,"2010-09-07","2010-09-08",605,605,1156,1156,2,2,0.43,"Cleithrum",3,6,"18-3434-49499",1676,30405,"1X","Yes",332417,44.68777778,76.97472222,"South","2010"
"287",287,44417658,444116,765829,"Northern Pike","Northern Pike","2010-09-07",2010,"2010-09-07","2010-09-08",504,504,660,660,2,2,0.31,"Scales (left side)",2,7,"18-3434-49499",1680,30400,"1","Yes",332418,44.68777778,76.97472222,"South","2010"
"288",288,44417658,444116,765829,"Northern Pike","Northern Pike","2010-09-07",2010,"2010-09-07","2010-09-08",492,492,640,640,1,1,0.28,"Scales (left side)",3,7,"18-3434-49499",1681,30406,"1X","Yes",332578,44.68777778,76.97472222,"South","2010"
"338",338,44437643,444247,764326,"Northern Pike","Northern Pike","2008-06-11",2008,"2008-06-10","2008-06-11",355,355,280,280,1,1,0.1,"Cleithrum",1,8,"18-3640-49528",1880,29927,"1","Yes",112927,44.71305556,76.72388889,"South","2008"
"340",340,44437643,444247,764326,"Northern Pike","Northern Pike","2008-06-11",2008,"2008-06-10","2008-06-11",500,500,700,700,2,2,0.18,"Cleithrum",2,6,"18-3640-49528",1889,29926,"1","Yes",112902,44.71305556,76.72388889,"South","2008"
"341",341,44437643,444247,764326,"Northern Pike","Northern Pike","2008-06-11",2008,"2008-06-10","2008-06-11",506,506,600,600,1,1,0.5,"Cleithrum",3,6,"18-3640-49528",1890,29945,"1","Yes",112979,44.71305556,76.72388889,"South","2008"
"344",344,44437655,444333,765425,"Northern Pike","Northern Pike","2010-07-05",2010,"2010-07-05","2010-07-06",541,541,802,802,2,2,0.22,"Scales (left side)",3,8,"18-3490-49540",1896,30277,"1","Yes",300866,44.72583333,76.90694444,"South","2010"
"346",346,44437655,444333,765425,"Northern Pike","Northern Pike","2010-07-05",2010,"2010-07-05","2010-07-06",684,684,1840,1840,1,1,0.67,"Cleithrum",8,7,"18-3490-49540",1910,30289,"1","Yes",300913,44.72583333,76.90694444,"South","2010"
"347",347,44437655,444333,765425,"Northern Pike","Northern Pike","2010-07-05",2010,"2010-07-05","2010-07-06",419,419,366,366,2,2,0.18,"Scales (left side)",2,8,"18-3490-49540",1914,30287,"1","Yes",300914,44.72583333,76.90694444,"South","2010"
"361",361,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",609,609,1200,1200,1,1,0.71,"Scales (left side)",6,5,"18-4040-49580",2112,30030,"1","Yes",249664,44.77083333,76.2125,"South","2009"
"362",362,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",720,720,2300,2300,2,2,0.57,"Cleithrum",6,7,"18-4040-49580",2116,30033,"1","Yes",249750,44.77083333,76.2125,"South","2009"
"363",363,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",595,595,1000,1000,1,1,0.78,"Cleithrum",4,7,"18-4040-49580",2118,30040,"1","Yes",249836,44.77083333,76.2125,"South","2009"
"364",364,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",549,549,840,840,2,2,0.31,"Scales (left side)",2,8,"18-4040-49580",2119,30035,"1","Yes",249627,44.77083333,76.2125,"South","2009"
"365",365,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",536,536,900,900,2,2,0.3,"Scales (left side)",2,8,"18-4040-49580",2120,30034,"1","Yes",249749,44.77083333,76.2125,"South","2009"
"366",366,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",505,505,730,730,2,2,0.31,"Scales (left side)",2,8,"18-4040-49580",2121,30032,"1","Yes",249728,44.77083333,76.2125,"South","2009"
"367",367,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",496,496,640,640,2,2,0.24,"Scales (left side)",2,8,"18-4040-49580",2122,30039,"1","Yes",249823,44.77083333,76.2125,"South","2009"
"368",368,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-26","2009-08-27",488,488,720,720,1,1,0.35,"Scales (left side)",3,6,"18-4040-49580",2123,30037,"1","Yes",249816,44.77083333,76.2125,"South","2009"
"378",378,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-25","2009-08-26",590,590,1150,1150,1,1,0.44,"Cleithrum",3,7,"18-4040-49580",2113,30049,"1","Yes",249931,44.77083333,76.2125,"South","2009"
"379",379,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-25","2009-08-26",690,690,1240,1240,1,1,0.98,"Cleithrum",7,6,"18-4040-49580",2117,30043,"1","Yes",249917,44.77083333,76.2125,"South","2009"
"380",380,44467613,444615,761245,"Northern Pike","Northern Pike","2009-08-26",2009,"2009-08-25","2009-08-26",478,478,550,550,1,1,0.26,"Scales (left side)",2,7,"18-4040-49580",2124,30045,"1","Yes",249927,44.77083333,76.2125,"South","2009"
"385",385,44467641,444603,764136,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",682,682,1730,1730,1,1,0.8,"Cleithrum",7,5,"18-3668-49582",2145,30684,"1","Yes",295286,44.7675,76.69333333,"South","2010"
"386",386,44467641,444603,764136,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",542,542,884,884,1,1,0.28,"Cleithrum",3,5,"18-3668-49582",2148,30678,"1","Yes",295253,44.7675,76.69333333,"South","2010"
"387",387,44467641,444603,764136,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",492,492,718,718,2,2,0.23,"Cleithrum",3,7,"18-3668-49582",2149,30680,"1","Yes",295314,44.7675,76.69333333,"South","2010"
"388",388,44467641,444603,764136,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",440,440,432,432,1,1,0.25,"Cleithrum",2,8,"18-3668-49582",2151,30686,"1","Yes",295279,44.7675,76.69333333,"South","2010"
"389",389,44467641,444603,764136,"Northern Pike","Northern Pike","2010-06-14",2010,"2010-06-14","2010-06-15",595,595,1284,1284,1,1,0.31,"Cleithrum",5,5,"18-3668-49582",2155,30679,"1","Yes",295254,44.7675,76.69333333,"South","2010"
"420",420,44487626,444816,762619,"Northern Pike","Northern Pike","2010-07-06",2010,"2010-07-06","2010-07-07",484,484,670,670,1,1,0.31,"Scales (left side)",3,7,"18-3862-49620",2236,30464,"1","Yes",302163,44.80444444,76.43861111,"South","2010"
"421",421,44487626,444816,762619,"Northern Pike","Northern Pike","2010-07-06",2010,"2010-07-06","2010-07-07",655,655,1650,1650,2,2,0.41,"Cleithrum",5,6,"18-3862-49620",2238,30466,"1","Yes",302578,44.80444444,76.43861111,"South","2010"
"422",422,44487626,444816,762619,"Northern Pike","Northern Pike","2010-07-06",2010,"2010-07-06","2010-07-07",504,504,620,620,2,2,0.4,"Scales (left side)",3,6,"18-3862-49620",2239,30462,"1","Yes",302580,44.80444444,76.43861111,"South","2010"
"423",423,44487626,444816,762619,"Northern Pike","Northern Pike","2010-07-06",2010,"2010-07-06","2010-07-07",495,495,630,630,1,1,0.45,"Scales (left side)",3,6,"18-3862-49620",2240,30468,"1","Yes",302576,44.80444444,76.43861111,"South","2010"
"457",457,44507658,444937,765808,"Northern Pike","Northern Pike","2010-07-12",2010,"2010-07-12","2010-07-13",686,686,1812,1812,1,1,0.3,"Cleithrum",5,7,"18-3453-49652",2363,30341,"1","Yes",316035,44.82694444,76.96888889,"South","2010"
"458",458,44507658,444937,765808,"Northern Pike","Northern Pike","2010-07-12",2010,"2010-07-12","2010-07-13",609,609,1330,1330,2,2,0.67,"Cleithrum",5,6,"18-3453-49652",2364,30342,"1","Yes",316340,44.82694444,76.96888889,"South","2010"
"459",459,44507658,444937,765808,"Northern Pike","Northern Pike","2010-07-12",2010,"2010-07-12","2010-07-13",606,606,1334,1334,2,2,0.22,"Cleithrum",5,6,"18-3453-49652",2365,30343,"1","Yes",316341,44.82694444,76.96888889,"South","2010"
"529",529,44587634,445756,763410,"Northern Pike","Northern Pike","2009-06-24",2009,"2009-06-24","2009-06-25",614,614,1200,1200,1,1,1.2,"Cleithrum",5,6,"18-3762-49801",2724,30077,"1","Yes",210271,44.96555556,76.56944444,"South","2009"
"530",530,44587634,445756,763410,"Northern Pike","Northern Pike","2009-06-24",2009,"2009-06-24","2009-06-25",612,612,1140,1140,2,2,0.31,"Cleithrum",4,6,"18-3762-49801",2725,30079,"1","Yes",210281,44.96555556,76.56944444,"South","2009"
"531",531,44587634,445756,763410,"Northern Pike","Northern Pike","2009-06-24",2009,"2009-06-24","2009-06-25",582,582,1030,1030,1,1,0.62,"Cleithrum",4,8,"18-3762-49801",2726,30078,"1","Yes",210219,44.96555556,76.56944444,"South","2009"
"532",532,44587634,445756,763410,"Northern Pike","Northern Pike","2009-06-24",2009,"2009-06-24","2009-06-25",510,510,600,600,1,1,0.38,"Scales (left side)",2,6,"18-3762-49801",2732,30076,"1","Yes",210264,44.96555556,76.56944444,"South","2009"
"533",533,44587634,445756,763410,"Northern Pike","Northern Pike","2009-06-24",2009,"2009-06-23","2009-06-24",668,668,1840,1840,2,2,0.44,"Cleithrum",6,6,"18-3762-49801",2723,30071,"1","Yes",210241,44.96555556,76.56944444,"South","2009"
"534",534,44587634,445756,763410,"Northern Pike","Northern Pike","2009-06-24",2009,"2009-06-23","2009-06-24",503,503,750,750,1,1,0.23,"Cleithrum",2,8,"18-3762-49801",2734,30088,"1","Yes",210223,44.96555556,76.56944444,"South","2009"
"615",615,45077803,450557,775946,"Northern Pike","Northern Pike","2011-08-03",2011,"2011-08-03","2011-08-04",899,899,3500,3500,1,1,2.1,"Cleithrum",10,3,"18-2642-49981",3129,27706,"1","Yes",395190,45.09916667,77.99611111,"South","2011"
"620",620,45077803,450557,775946,"Northern Pike","Northern Pike","2011-08-03",2011,"2011-08-03","2011-08-04",757,757,3400,3400,2,2,0.7,"Cleithrum",7,6,"18-2642-49981",3135,27710,"1","Yes",394972,45.09916667,77.99611111,"South","2011"
"621",621,45077803,450557,775946,"Northern Pike","Northern Pike","2011-08-03",2011,"2011-08-03","2011-08-04",521,521,870,870,2,2,0.33,"Cleithrum",4,6,"18-2642-49981",3136,27707,"1","Yes",394978,45.09916667,77.99611111,"South","2011"
"622",622,45077803,450557,775946,"Northern Pike","Northern Pike","2011-08-03",2011,"2011-08-03","2011-08-04",330,330,196,196,2,2,0.15,"Cleithrum",1,6,"18-2642-49981",3137,27708,"1","Yes",394979,45.09916667,77.99611111,"South","2011"
"627",627,45077803,450557,775946,"Northern Pike","Northern Pike","2011-08-08",2011,"2011-08-08","2011-08-09",355,355,250,250,1,1,0.16,"Cleithrum",1,7,"18-2642-49981",3142,27692,"1","Yes",395130,45.09916667,77.99611111,"South","2011"
"629",629,45087648,450759,764743,"Northern Pike","Northern Pike","2009-08-05",2009,"2009-08-05","2009-08-06",649,649,1500,1500,1,1,0.22,"Cleithrum",3,7,"18-3587-49991",3154,30119,"1","Yes",233705,45.13305556,76.79527778,"South","2009"
"630",630,45087648,450759,764743,"Northern Pike","Northern Pike","2009-08-05",2009,"2009-08-05","2009-08-06",513,513,760,760,1,1,0.2,"Scales (left side)",3,8,"18-3587-49991",3156,30118,"1","Yes",233643,45.13305556,76.79527778,"South","2009"
"632",632,45087648,450759,764743,"Northern Pike","Northern Pike","2009-08-05",2009,"2009-08-04","2009-08-05",760,760,2600,2600,2,2,0.68,"Cleithrum",8,6,"18-3587-49991",3153,30121,"1","Yes",233647,45.13305556,76.79527778,"South","2009"
"634",634,45087648,450759,764743,"Northern Pike","Northern Pike","2009-08-05",2009,"2009-08-04","2009-08-05",561,561,960,960,1,1,0.22,"Cleithrum",3,8,"18-3587-49991",3158,30122,"1","Yes",233751,45.13305556,76.79527778,"South","2009"
"790",790,45267712,452628,771125,"Northern Pike","Northern Pike","2008-07-22",2008,"2008-07-22","2008-07-23",370,370,380,380,1,1,0.11,"Otolith",2,6,"18-3287-50341",3954,27043,"1","Yes",120104,45.44111111,77.19027778,"South","2008"
