WATERBODY_CODE,LATITUDE,LONGITUDE,SPECIES_NAME,name,SAMPLE_DATE,Netting_Start_Date,Netting_End_Date,Len2mm,Total_Length,WEIGHT,Round_Weight,SexID,Sex_ID,VALUE,Aging_Structure,Assessed_Fish_Age,Assessed_Age_Confidence,Waterbody_LID,ON_Hg_BSM_years_ID,qryContaminant_link_fish_age_date_tissue_ID,Tissues_Sampled,Contaminant_Samples_Taken,FN3_individual_fish_id
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,394,394,910,910,1,1,0.39,Dorsal Spine,11,6,18-2790-50077,3308,28131,1,Yes,397132
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,406,406,1042,1042,1,1,0.25,Dorsal Spine,9,7,18-2790-50077,3310,28119,1,Yes,396931
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,401,401,896,896,1,1,0.68,Dorsal Spine,11,6,18-2790-50077,3311,28116,1,Yes,396928
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,393,393,926,926,1,1,0.45,Dorsal Spine,9,8,18-2790-50077,3312,28113,1,Yes,396925
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,386,386,878,878,2,2,0.63,Dorsal Spine,10,8,18-2790-50077,3313,28115,1,Yes,396927
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,383,383,806,806,2,2,0.35,Dorsal Spine,9,6,18-2790-50077,3314,28130,1,Yes,397131
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,381,381,840,840,1,1,0.3,Dorsal Spine,7,6,18-2790-50077,3315,28124,1,Yes,397129
45117749,451124,774847,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,368,368,700,700,2,2,0.34,Dorsal Spine,7,8,18-2790-50077,3316,28122,1,Yes,397127
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,366,366,375,375,1,1,0.25,Otolith,3,9,18-2790-50077,3317,28106,1X,Yes,397074
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,347,347,324,324,1,1,0.23,Otolith,2,9,18-2790-50077,3318,28102,1X,Yes,397071
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,323,323,270,270,1,1,0.17,Otolith,2,9,18-2790-50077,3319,28098,1X,Yes,396934
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,323,323,268,268,1,1,0.17,Otolith,2,9,18-2790-50077,3320,28103,1X,Yes,397072
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,322,322,268,268,2,2,0.2,Otolith,2,9,18-2790-50077,3321,28097,1X,Yes,396933
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,301,301,220,220,2,2,0.19,Otolith,2,9,18-2790-50077,3322,28100,1X,Yes,396936
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,200,200,58,58,1,1,0.17,Otolith,1,9,18-2790-50077,3323,28107,1X,Yes,397075
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,456,456,776,776,2,2,0.26,Otolith,4,9,18-2790-50077,3325,28099,1X,Yes,396935
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,446,446,660,660,2,2,0.44,Otolith,5,9,18-2790-50077,3326,28101,1X,Yes,397070
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,445,445,598,598,1,1,0.3,Otolith,4,9,18-2790-50077,3327,28108,1X,Yes,397076
45117749,451124,774847,Walleye,Walleye,2011-08-16,2011-08-16,2011-08-17,387,387,432,432,1,1,0.22,Otolith,3,9,18-2790-50077,3328,28104,1X,Yes,397073
45117832,451059,783216,Lake Trout,Lake Trout,2009-09-10,2009-09-10,2009-09-11,315,315,260,260,2,2,0.12,Otolith,5,8,17-6934-50060,3335,27421,1X,Yes,244989
45117832,451059,783216,Lake Trout,Lake Trout,2009-09-10,2009-09-10,2009-09-11,228,228,108,108,2,2,0.14,Otolith,3,8,17-6934-50060,3338,27415,1X,Yes,244984
45117832,451059,783216,Smallmouth Bass,Smallmouth Bass,2009-09-10,2009-09-10,2009-09-11,477,477,1614,1614,2,2,1.1,Scales (left side),10,6,17-6934-50060,3339,27418,1,Yes,244987
45117832,451059,783216,Lake Trout,Lake Trout,2009-09-10,2009-09-10,2009-09-11,669,669,2790,2790,2,2,0.42,,,,17-6934-50060,3353,27417,1X,Yes,245066
45117832,451059,783216,Lake Trout,Lake Trout,2009-09-10,2009-09-10,2009-09-11,450,450,824,824,2,2,0.31,Otolith,17,6,17-6934-50060,3356,27416,1X,Yes,244985
45117832,451059,783216,Lake Trout,Lake Trout,2009-09-10,2009-09-09,2009-09-10,297,297,204,204,1,1,0.07,Otolith,3,6,17-6934-50060,3336,27425,1,Yes,244991
45117832,451059,783216,Smallmouth Bass,Smallmouth Bass,2009-09-10,2009-09-09,2009-09-10,473,473,1382,1382,1,1,1.3,Scales (left side),11,6,17-6934-50060,3340,27426,1,Yes,244992
45117832,451059,783216,Smallmouth Bass,Smallmouth Bass,2009-09-10,2009-09-09,2009-09-10,436,436,1292,1292,2,2,0.79,Scales (left side),7,6,17-6934-50060,3341,27428,1,Yes,245104
45117832,451059,783216,Smallmouth Bass,Smallmouth Bass,2009-09-10,2009-09-09,2009-09-10,282,282,282,282,2,2,0.17,Scales (left side),5,6,17-6934-50060,3344,27427,1,Yes,245101
45117832,451059,783216,Smallmouth Bass,Smallmouth Bass,2009-09-10,2009-09-09,2009-09-10,205,205,98,98,1,1,0.26,Scales (left side),3,9,17-6934-50060,3349,27423,1,Yes,245085
45117832,451059,783216,Smallmouth Bass,Smallmouth Bass,2009-09-10,2009-09-09,2009-09-10,226,226,122,122,2,2,0.31,Scales (left side),4,8,17-6934-50060,3351,27424,1,Yes,245086
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,359,359,580,580,1,1,0.75,Scales (left side),8,5,18-3469-50088,3373,27215,1X,Yes,213348
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,352,352,780,780,1,1,0.56,Scales (left side),7,4,18-3469-50088,3377,27211,1X,Yes,213344
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,339,339,490,490,2,2,0.54,Scales (left side),6,5,18-3469-50088,3378,27214,1X,Yes,213345
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,310,310,400,400,2,2,0.44,Scales (left side),5,7,18-3469-50088,3379,27225,1X,Yes,213351
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,258,258,245,245,1,1,0.3,Scales (left side),4,8,18-3469-50088,3380,27219,1X,Yes,213390
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,219,219,140,140,2,2,0.26,Scales (left side),3,7,18-3469-50088,3382,27217,1X,Yes,213346
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,185,185,70,70,1,1,0.25,Scales (left side),2,8,18-3469-50088,3383,27218,1X,Yes,213389
45127656,451252,765617,Walleye,Walleye,2009-07-09,2009-07-09,2009-07-10,489,489,1190,1190,2,2,0.94,Otolith,8,8,18-3469-50088,3385,27220,1X,Yes,213396
45127656,451252,765617,Walleye,Walleye,2009-07-09,2009-07-09,2009-07-10,368,368,400,400,2,2,0.68,Scales (left side),2,6,18-3469-50088,3389,27221,1X,Yes,213395
45127656,451252,765617,Walleye,Walleye,2009-07-09,2009-07-09,2009-07-10,264,264,150,150,1,1,0.38,Scales (left side),2,7,18-3469-50088,3395,27223,1X,Yes,213350
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-09,2009-07-10,362,362,700,700,2,2,0.86,Scales (left side),7,6,18-3469-50088,3398,27212,1X,Yes,213343
45127656,451252,765617,Smallmouth Bass,Smallmouth Bass,2009-07-09,2009-07-08,2009-07-09,247,247,210,210,1,1,0.38,Scales (left side),4,8,18-3469-50088,3381,27228,1X,Yes,213354
45127656,451252,765617,Walleye,Walleye,2009-07-09,2009-07-08,2009-07-09,583,583,2000,2000,2,2,1,Otolith,10,8,18-3469-50088,3384,27227,1X,Yes,213353
45127656,451252,765617,Walleye,Walleye,2009-07-09,2009-07-08,2009-07-09,316,316,260,260,1,1,0.6,Scales (left side),4,7,18-3469-50088,3394,27226,1X,Yes,213352
45127842,451216,784206,Lake Trout,Lake Trout,2008-09-04,2008-09-04,2008-09-05,691,691,3582,3582,1,1,0.31,Otolith,24,6,17-6806-50080,3421,27174,1X,Yes,142895
45127842,451216,784206,Lake Trout,Lake Trout,2008-09-04,2008-09-04,2008-09-05,368,368,380,380,4,4,0.13,Otolith,5,6,17-6806-50080,3422,27168,1X,Yes,142890
45127842,451216,784206,Lake Trout,Lake Trout,2008-09-04,2008-09-04,2008-09-05,365,365,386,386,4,4,0.11,Otolith,6,5,17-6806-50080,3423,27167,1X,Yes,142889
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-04,2008-09-05,245,245,174,174,2,2,0.16,Scales (left side),3,8,17-6806-50080,3433,27172,1,Yes,142894
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-04,2008-09-05,259,259,208,208,2,2,0.14,Scales (left side),3,8,17-6806-50080,3434,27170,1,Yes,142892
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-04,2008-09-05,259,259,204,204,2,2,0.17,Scales (left side),4,6,17-6806-50080,3435,27171,1,Yes,142893
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-04,2008-09-05,262,262,218,218,2,2,0.17,Scales (left side),3,8,17-6806-50080,3436,27169,1,Yes,142891
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-04,2008-09-05,256,256,176,176,4,4,0.15,Scales (left side),3,8,17-6806-50080,3437,27173,1,Yes,142982
45127842,451216,784206,Lake Trout,Lake Trout,2008-09-04,2008-09-04,2008-09-05,209,209,70,70,4,4,0.15,Otolith,3,7,17-6806-50080,3441,27175,1X,Yes,142896
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-03,2008-09-04,252,252,184,184,2,2,0.13,Scales (left side),3,6,17-6806-50080,3427,27177,1,Yes,142898
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-03,2008-09-04,239,239,160,160,4,4,0.19,Scales (left side),3,7,17-6806-50080,3431,27178,1,Yes,142992
45127842,451216,784206,Smallmouth Bass,Smallmouth Bass,2008-09-04,2008-09-03,2008-09-04,226,226,138,138,4,4,0.1,Scales (left side),3,5,17-6806-50080,3432,27176,1,Yes,142897
45127842,451216,784206,Lake Trout,Lake Trout,2008-09-04,2008-09-03,2008-09-04,365,365,330,330,4,4,0.13,Otolith,5,7,17-6806-50080,3438,27179,1X,Yes,142995
45127842,451216,784206,Lake Trout,Lake Trout,2008-09-04,2008-09-03,2008-09-04,223,223,102,102,4,4,0.12,Otolith,3,6,17-6806-50080,3440,27180,1X,Yes,142899
45127842,451216,784206,Lake Trout,Lake Trout,2008-09-04,2008-09-03,2008-09-04,551,551,1520,1520,1,1,0.17,Otolith,14,6,17-6806-50080,3443,27181,1X,Yes,142900
45128120,451217,812008,Smallmouth Bass,Smallmouth Bass,2012-07-30,2012-07-30,2012-07-31,452,452,1370,1370,2,2,0.83,,,,17-4736-50056,3445,29449,1X,Yes,462923
45128120,451217,812008,Smallmouth Bass,Smallmouth Bass,2012-07-30,2012-07-30,2012-07-31,365,365,664,664,2,2,0.29,,,,17-4736-50056,3446,29451,1X,Yes,462925
45128120,451217,812008,Smallmouth Bass,Smallmouth Bass,2012-07-30,2012-07-30,2012-07-31,309,309,394,394,1,1,0.32,,,,17-4736-50056,3447,29440,1X,Yes,462839
45128120,451217,812008,Lake Trout,Lake Trout,2012-07-31,2012-07-31,2012-08-01,505,505,976,976,2,2,0.2,,,,17-4736-50056,3455,29456,1X,Yes,463048
45128120,451217,812008,Lake Trout,Lake Trout,2012-08-01,2012-08-01,2012-08-02,346,346,302,302,2,2,0.17,,,,17-4736-50056,3456,29461,1X,Yes,463196
45128120,451217,812008,Lake Trout,Lake Trout,2012-08-01,2012-08-01,2012-08-02,538,538,1218,1218,2,2,0.37,,,,17-4736-50056,3457,29459,1X,Yes,463192
45128120,451217,812008,Lake Trout,Lake Trout,2012-08-01,2012-08-01,2012-08-02,528,528,1260,1260,1,1,0.36,,,,17-4736-50056,3458,29460,1X,Yes,463191
45128120,451217,812008,Lake Trout,Lake Trout,2012-08-01,2012-08-01,2012-08-02,507,507,1054,1054,1,1,0.31,,,,17-4736-50056,3459,29458,1X,Yes,463193
45128120,451217,812008,Lake Trout,Lake Trout,2012-08-01,2012-08-01,2012-08-02,466,466,730,730,1,1,0.2,,,,17-4736-50056,3460,29462,1X,Yes,463195
45128120,451217,812008,Lake Trout,Lake Trout,2012-08-01,2012-08-01,2012-08-02,437,437,626,626,2,2,0.14,,,,17-4736-50056,3461,29463,1X,Yes,463194
45128120,451217,812008,Lake Trout,Lake Trout,2012-08-02,2012-08-02,2012-08-03,413,413,523,523,2,2,0.13,,,,17-4736-50056,3462,29457,1X,Yes,463190
45138131,451350,813153,Smallmouth Bass,Smallmouth Bass,2008-09-22,2008-09-22,2008-09-23,278,278,260,260,2,2,0.26,Dorsal Spine,2,7,17-4583-50085,3501,28331,1X,Yes,156834
45138131,451350,813153,Smallmouth Bass,Smallmouth Bass,2008-09-22,2008-09-22,2008-09-23,196,196,100,100,2,2,0.2,Scales (left side),1,9,17-4583-50085,3502,28348,1X,Yes,156865
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,418,418,580,580,1,1,0.89,Otolith,5,8,17-4583-50085,3503,28338,1X,Yes,156836
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,312,312,230,230,1,1,0.28,Otolith,1,9,17-4583-50085,3504,28347,1X,Yes,156864
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,184,184,50,50,4,4,0.2,Dorsal Spine,0,9,17-4583-50085,3505,28336,1X,Yes,156754
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,289,289,180,180,1,1,0.3,Otolith,1,9,17-4583-50085,3506,28345,1X,Yes,156862
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,286,286,160,160,2,2,0.34,Otolith,1,9,17-4583-50085,3508,28332,1X,Yes,156750
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,266,266,130,130,2,2,0.27,Otolith,1,9,17-4583-50085,3509,28346,1X,Yes,156863
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,381,381,440,440,2,2,0.28,Otolith,2,9,17-4583-50085,3510,28333,1X,Yes,156751
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,370,370,400,400,2,2,0.41,Otolith,2,9,17-4583-50085,3511,28342,1X,Yes,156840
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,368,368,400,400,1,1,0.35,Otolith,2,9,17-4583-50085,3512,28341,1X,Yes,156839
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,430,430,600,600,2,2,0.54,Otolith,3,9,17-4583-50085,3514,28340,1X,Yes,156838
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,390,390,480,480,1,1,0.59,Otolith,3,9,17-4583-50085,3515,28344,1X,Yes,156861
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,375,375,440,440,2,2,0.3,Otolith,2,9,17-4583-50085,3517,28334,1X,Yes,156752
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,456,456,800,800,2,2,0.68,Otolith,4,9,17-4583-50085,3518,28337,1X,Yes,156835
45138131,451350,813153,Walleye,Walleye,2008-09-22,2008-09-22,2008-09-23,281,281,170,170,1,1,0.23,Otolith,1,9,17-4583-50085,3521,28343,1X,Yes,156860
45138131,451350,813153,Smallmouth Bass,Smallmouth Bass,2008-09-22,2008-09-22,2008-09-23,414,414,1100,1100,1,1,0.72,Dorsal Spine,8,5,17-4583-50085,3525,28322,1X,Yes,156748
45157904,451502,785954,Smallmouth Bass,Smallmouth Bass,2008-08-15,2008-08-14,2008-08-15,410,410,900,900,2,2,0.56,Dorsal Spine,6,8,17-6567-50131,3547,27137,1,Yes,141647
45157904,451502,785954,Smallmouth Bass,Smallmouth Bass,2008-08-15,2008-08-14,2008-08-15,335,335,520,520,1,1,0.42,Dorsal Spine,7,7,17-6567-50131,3561,27136,1,Yes,141508
45167645,451638,764434,Walleye,Walleye,2010-06-14,2010-06-14,2010-06-15,246,246,130,130,1,1,0.24,Scales (left side),2,8,18-3634-50151,3565,27641,1X,Yes,296380
45167645,451638,764434,Smallmouth Bass,Smallmouth Bass,2010-06-14,2010-06-14,2010-06-15,300,300,380,380,1,1,0.63,Dorsal Spine,6,8,18-3634-50151,3571,27638,1X,Yes,296362
45167645,451638,764434,Smallmouth Bass,Smallmouth Bass,2010-06-14,2010-06-14,2010-06-15,282,282,330,330,2,2,0.41,Dorsal Spine,6,7,18-3634-50151,3573,27634,1X,Yes,296360
45167645,451638,764434,Smallmouth Bass,Smallmouth Bass,2010-06-14,2010-06-14,2010-06-15,278,278,300,300,1,1,0.47,Dorsal Spine,6,7,18-3634-50151,3575,27636,1X,Yes,296358
45167645,451638,764434,Smallmouth Bass,Smallmouth Bass,2010-06-14,2010-06-14,2010-06-15,260,260,240,240,2,2,0.54,Dorsal Spine,6,8,18-3634-50151,3577,27637,1X,Yes,296361
45167645,451638,764434,Smallmouth Bass,Smallmouth Bass,2010-06-14,2010-06-14,2010-06-15,224,224,150,150,1,1,0.25,Dorsal Spine,4,9,18-3634-50151,3578,27635,1X,Yes,296359
45167645,451638,764434,Walleye,Walleye,2010-06-14,2010-06-14,2010-06-15,430,430,900,900,1,1,0.87,Otolith,11,8,18-3634-50151,3581,27643,1X,Yes,296149
45167645,451638,764434,Walleye,Walleye,2010-06-14,2010-06-14,2010-06-15,415,415,700,700,2,2,0.78,Scales (left side),6,6,18-3634-50151,3583,27639,1X,Yes,296382
45167645,451638,764434,Walleye,Walleye,2010-06-14,2010-06-14,2010-06-15,400,400,620,620,2,2,0.64,Otolith,7,8,18-3634-50151,3585,27642,1X,Yes,296397
45187631,451753,763107,Smallmouth Bass,Smallmouth Bass,2008-08-07,2008-08-06,2008-08-07,340,340,500,500,2,2,0.22,Dorsal Spine,3,7,18-3808-50183,3640,30017,1X,Yes,128848
45187631,451753,763107,Smallmouth Bass,Smallmouth Bass,2008-08-07,2008-08-06,2008-08-07,330,330,450,450,1,1,0.23,Dorsal Spine,4,5,18-3808-50183,3641,30016,1X,Yes,128847
45207643,452021,764312,Smallmouth Bass,Smallmouth Bass,2010-07-26,2010-07-26,2010-07-27,484,484,1625,1625,2,2,0.84,Dorsal Spine,15,6,18-3652-50219,3691,27568,1X,Yes,310788
45207643,452021,764312,Smallmouth Bass,Smallmouth Bass,2010-07-26,2010-07-26,2010-07-27,436,436,1090,1090,2,2,0.55,,,,18-3652-50219,3692,27518,1X,Yes,310770
45207643,452021,764312,Smallmouth Bass,Smallmouth Bass,2010-07-26,2010-07-26,2010-07-27,424,424,1140,1140,1,1,0.48,Dorsal Spine,9,7,18-3652-50219,3693,27565,1X,Yes,311065
45207643,452021,764312,Smallmouth Bass,Smallmouth Bass,2010-07-26,2010-07-26,2010-07-27,255,255,210,210,1,1,0.13,Scales (left side),3,7,18-3652-50219,3698,27517,1X,Yes,310787
45207643,452021,764312,Walleye,Walleye,2010-07-26,2010-07-26,2010-07-27,586,586,1790,1790,2,2,0.83,Otolith,11,9,18-3652-50219,3701,27566,1X,Yes,311066
45207643,452021,764312,Walleye,Walleye,2010-07-26,2010-07-26,2010-07-27,419,419,680,680,2,2,0.17,Otolith,3,9,18-3652-50219,3703,27563,1X,Yes,311063
45207643,452021,764312,Walleye,Walleye,2010-07-26,2010-07-26,2010-07-27,409,409,575,575,2,2,0.27,Otolith,3,9,18-3652-50219,3704,27516,1X,Yes,310769
45207643,452021,764312,Walleye,Walleye,2010-07-26,2010-07-26,2010-07-27,389,389,525,525,2,2,0.22,Scales (left side),3,8,18-3652-50219,3705,27567,1X,Yes,310789
45207643,452021,764312,Walleye,Walleye,2010-07-26,2010-07-26,2010-07-27,375,375,480,480,1,1,0.27,,,,18-3652-50219,3706,27562,1X,Yes,311064
45207643,452021,764312,Walleye,Walleye,2010-07-26,2010-07-26,2010-07-27,369,369,400,400,2,2,0.2,Otolith,3,7,18-3652-50219,3707,27515,1X,Yes,310786
45207643,452021,764312,Walleye,Walleye,2010-07-26,2010-07-26,2010-07-27,324,324,300,300,1,1,0.18,Scales (left side),2,8,18-3652-50219,3709,27564,1X,Yes,311062
45257741,452448,774138,Walleye,Walleye,2008-08-27,2008-08-27,2008-08-28,267,267,156,156,4,4,0.18,Otolith,1,9,18-2891-50334,3888,27117,1X,Yes,139749
45257741,452448,774138,Walleye,Walleye,2008-08-27,2008-08-27,2008-08-28,295,295,214,214,4,4,0.19,Otolith,1,9,18-2891-50334,3889,27116,1X,Yes,139748
45257741,452448,774138,Lake Trout,Lake Trout,2008-08-27,2008-08-27,2008-08-28,401,401,434,434,4,4,0.26,Otolith,5,6,18-2891-50334,3902,27115,1X,Yes,139750
45257741,452448,774138,Walleye,Walleye,2008-08-27,2008-08-26,2008-08-27,449,449,836,836,4,4,0.47,Otolith,3,9,18-2891-50334,3887,27102,1X,Yes,139621
45257741,452448,774138,Lake Trout,Lake Trout,2008-08-27,2008-08-26,2008-08-27,785,785,4270,4270,1,1,1.5,Otolith,24,5,18-2891-50334,3893,27101,1X,Yes,139692
45257923,452513,792341,Walleye,Walleye,2011-07-04,2011-07-04,2011-07-05,268,268,140,140,2,2,0.64,Dorsal Spine,2,9,17-6254-50307,3910,27789,1X,Yes,385856
45257923,452513,792341,Northern Pike,Northern Pike,2011-07-04,2011-07-04,2011-07-05,640,640,1550,1550,2,2,1,,,,17-6254-50307,3911,27763,1,Yes,385867
45257923,452513,792341,Northern Pike,Northern Pike,2011-07-04,2011-07-04,2011-07-05,584,584,1150,1150,1,1,0.94,,,,17-6254-50307,3912,27764,1,Yes,385860
45257923,452513,792341,Northern Pike,Northern Pike,2011-07-04,2011-07-04,2011-07-05,502,502,740,740,1,1,0.79,,,,17-6254-50307,3913,27761,1,Yes,385865
45257923,452513,792341,Walleye,Walleye,2011-07-04,2011-07-04,2011-07-05,444,444,680,680,1,1,1.5,Otolith,5,9,17-6254-50307,3915,27788,1X,Yes,385833
45257923,452513,792341,Walleye,Walleye,2011-07-04,2011-07-04,2011-07-05,433,433,640,640,2,2,1.1,Otolith,4,9,17-6254-50307,3916,27792,1X,Yes,385859
45257923,452513,792341,Walleye,Walleye,2011-07-04,2011-07-04,2011-07-05,395,395,500,500,2,2,0.87,Otolith,4,9,17-6254-50307,3917,27791,1X,Yes,385858
45257923,452513,792341,Walleye,Walleye,2011-07-04,2011-07-04,2011-07-05,355,355,340,340,2,2,1.3,Otolith,4,9,17-6254-50307,3918,27787,1X,Yes,385832
45257923,452513,792341,Walleye,Walleye,2011-07-04,2011-07-04,2011-07-05,322,322,280,280,2,2,1.1,Dorsal Spine,3,8,17-6254-50307,3920,27765,1X,Yes,385854
45257923,452513,792341,Walleye,Walleye,2011-07-04,2011-07-04,2011-07-05,274,274,150,150,2,2,0.77,Dorsal Spine,2,8,17-6254-50307,3921,27790,1X,Yes,385857
45257923,452513,792341,Northern Pike,Northern Pike,2011-07-05,2011-07-05,2011-07-06,610,610,1200,1200,2,2,0.98,,,,17-6254-50307,3922,27794,1,Yes,385846
45257923,452513,792341,Northern Pike,Northern Pike,2011-07-05,2011-07-05,2011-07-06,533,533,1060,1060,1,1,0.62,,,,17-6254-50307,3923,27795,1,Yes,385847
45257923,452513,792341,Walleye,Walleye,2011-07-05,2011-07-05,2011-07-06,422,422,620,620,1,1,1.9,Otolith,5,9,17-6254-50307,3924,27771,1X,Yes,385849
45257923,452513,792341,Walleye,Walleye,2011-07-05,2011-07-05,2011-07-06,401,401,550,550,1,1,1.6,Otolith,6,9,17-6254-50307,3925,27772,1X,Yes,385825
45257923,452513,792341,Walleye,Walleye,2011-07-05,2011-07-05,2011-07-06,353,353,420,420,1,1,1.2,Otolith,3,9,17-6254-50307,3926,27773,1X,Yes,385826
45257923,452513,792341,Walleye,Walleye,2011-07-05,2011-07-05,2011-07-06,317,317,265,265,1,1,1.1,Dorsal Spine,3,9,17-6254-50307,3927,27769,1X,Yes,385827
45257923,452513,792341,Northern Pike,Northern Pike,2011-07-06,2011-07-06,2011-07-07,650,650,1650,1650,2,2,1.4,,,,17-6254-50307,3928,27800,1,Yes,385841
45257923,452513,792341,Northern Pike,Northern Pike,2011-07-06,2011-07-06,2011-07-07,615,615,1350,1350,1,1,2,,,,17-6254-50307,3929,27801,1,Yes,385818
45257923,452513,792341,Walleye,Walleye,2011-07-06,2011-07-06,2011-07-07,250,250,125,125,1,1,0.87,Dorsal Spine,2,9,17-6254-50307,3930,27778,1X,Yes,385819
45257923,452513,792341,Walleye,Walleye,2011-07-06,2011-07-06,2011-07-07,241,241,104,104,1,1,0.77,Dorsal Spine,2,9,17-6254-50307,3931,27798,1X,Yes,385823
45257923,452513,792341,Walleye,Walleye,2011-07-07,2011-07-07,2011-07-08,246,246,100,100,1,1,0.84,Dorsal Spine,2,9,17-6254-50307,3938,27785,1X,Yes,385836
45257923,452513,792341,Walleye,Walleye,2011-07-07,2011-07-07,2011-07-08,173,173,36,36,1,1,0.44,Scales (left side),1,9,17-6254-50307,3942,27781,1X,Yes,385837
45267712,452628,771125,Northern Pike,Northern Pike,2008-07-22,2008-07-22,2008-07-23,370,370,380,380,1,1,0.11,Otolith,2,6,18-3287-50341,3954,27043,1,Yes,120104
45267712,452628,771125,Northern Pike,Northern Pike,2008-07-22,2008-07-22,2008-07-23,560,560,1000,1000,1,1,0.3,Otolith,4,8,18-3287-50341,3971,27042,1,Yes,120105
45267712,452628,771125,Lake Trout,Lake Trout,2008-07-22,2008-07-21,2008-07-22,590,590,2000,2000,1,1,0.29,Otolith,8,7,18-3287-50341,3964,27041,1X,Yes,119857
45267902,452640,790152,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,373,373,760,760,2,2,0.13,Dorsal Spine,5,8,17-6539-50341,4054,27747,1X,Yes,400460
45267902,452640,790152,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,360,360,636,636,2,2,0.1,Dorsal Spine,5,6,17-6539-50341,4055,27735,1X,Yes,400456
45267902,452640,790152,Smallmouth Bass,Smallmouth Bass,2011-08-15,2011-08-15,2011-08-16,540,540,2750,2750,2,2,0.74,Dorsal Spine,16,6,17-6539-50341,4056,27743,1X,Yes,400665
