WATERBODY_CODE,LATITUDE,LONGITUDE,SPECIES_NAME,name,SAMPLE_DATE,Netting_Start_Date,Netting_End_Date,Len2mm,Total_Length,WEIGHT,Round_Weight,SexID,Sex_ID,VALUE,Aging_Structure,Assessed_Fish_Age,Assessed_Age_Confidence,Waterbody_LID,ON_Hg_BSM_years_ID,qryContaminant_link_fish_age_date_tissue_ID,Tissues_Sampled,Contaminant_Samples_Taken,FN3_individual_fish_id
48178408,481818,840414,Lake Trout,Lake Trout,2011-07-07,2011-07-06,2011-07-07,340,340,300,300,2,2,0.16,Otolith,5,9,16-7139-53538,11306,5818,1X,Yes,395309
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-07,2011-07-06,2011-07-07,514,514,700,700,2,2,0.21,Cleithrum,3,9,16-7139-53538,11307,5824,1X,Yes,394834
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-08,2011-07-07,2011-07-08,735,735,2550,2550,2,2,0.59,Cleithrum,6,6,16-7139-53538,11308,5795,1,Yes,395296
48178408,481818,840414,Lake Trout,Lake Trout,2011-07-08,2011-07-07,2011-07-08,478,478,740,740,2,2,0.32,Otolith,8,7,16-7139-53538,11309,5808,1X,Yes,395298
48178408,481818,840414,Lake Trout,Lake Trout,2011-07-08,2011-07-07,2011-07-08,406,406,460,460,2,2,0.22,Otolith,6,8,16-7139-53538,11310,5809,1X,Yes,395411
48178408,481818,840414,Lake Trout,Lake Trout,2011-07-08,2011-07-07,2011-07-08,367,367,378,378,2,2,0.19,Otolith,6,6,16-7139-53538,11311,5807,1X,Yes,395297
48178408,481818,840414,Lake Trout,Lake Trout,2011-07-08,2011-07-07,2011-07-08,376,376,438,438,2,2,0.15,Otolith,5,9,16-7139-53538,11312,5811,1X,Yes,395302
48178408,481818,840414,Lake Trout,Lake Trout,2011-07-08,2011-07-07,2011-07-08,339,339,339,339,2,2,0.19,Otolith,5,9,16-7139-53538,11313,5810,1X,Yes,395301
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-08,2011-07-07,2011-07-08,540,540,848,848,2,2,0.32,Cleithrum,3,8,16-7139-53538,11314,5794,1,Yes,395335
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-08,2011-07-07,2011-07-08,333,333,225,225,1,1,0.12,Cleithrum,1,6,16-7139-53538,11315,5798,1,Yes,395354
48178408,481818,840414,Walleye,Walleye,2011-07-08,2011-07-07,2011-07-08,464,464,850,850,2,2,0.42,Otolith,9,9,16-7139-53538,11316,5806,1X,Yes,395381
48178408,481818,840414,Walleye,Walleye,2011-07-08,2011-07-07,2011-07-08,454,454,768,768,1,1,0.37,Otolith,7,9,16-7139-53538,11317,5805,1X,Yes,395380
48178408,481818,840414,Lake Trout,Lake Trout,2011-07-09,2011-07-08,2011-07-09,666,666,3100,3100,2,2,0.72,Otolith,14,7,16-7139-53538,11318,5789,1X,Yes,395667
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,668,668,1600,1600,1,1,1.5,Cleithrum,9,7,16-7139-53538,11320,5776,1,Yes,395957
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,570,570,1140,1140,1,1,0.4,Cleithrum,4,9,16-7139-53538,11321,5777,1,Yes,395956
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,566,566,1101,1101,2,2,0.45,Cleithrum,4,7,16-7139-53538,11322,5775,1,Yes,395937
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,559,559,950,950,2,2,0.25,Cleithrum,4,7,16-7139-53538,11323,5774,1,Yes,395659
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-10,2011-07-09,2011-07-10,536,536,900,900,2,2,0.3,Cleithrum,3,8,16-7139-53538,11324,5778,1,Yes,395967
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-11,2011-07-10,2011-07-11,855,855,4000,4000,2,2,0.98,Cleithrum,8,7,16-7139-53538,11325,5769,1,Yes,395891
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-11,2011-07-10,2011-07-11,668,668,1680,1680,2,2,0.49,Cleithrum,4,6,16-7139-53538,11326,5771,1,Yes,395928
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-11,2011-07-10,2011-07-11,646,646,1850,1850,1,1,0.56,Cleithrum,6,8,16-7139-53538,11327,5770,1,Yes,395908
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-11,2011-07-10,2011-07-11,617,617,1450,1450,2,2,0.71,Cleithrum,6,8,16-7139-53538,11328,5772,1,Yes,395930
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-11,2011-07-10,2011-07-11,554,554,1000,1000,2,2,0.47,Cleithrum,4,7,16-7139-53538,11329,5773,1,Yes,395931
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-12,2011-07-11,2011-07-12,779,779,3350,3350,2,2,0.54,Cleithrum,5,7,16-7139-53538,11330,5768,1,Yes,395798
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-12,2011-07-11,2011-07-12,745,745,2550,2550,1,1,1.7,Cleithrum,9,6,16-7139-53538,11331,5766,1,Yes,395658
48178408,481818,840414,Northern Pike,Northern Pike,2011-07-12,2011-07-11,2011-07-12,779,779,2848,2848,1,1,1.5,Cleithrum,9,5,16-7139-53538,11332,5767,1,Yes,395783
48179133,481749,913300,Lake Trout,Lake Trout,2010-08-29,2010-08-29,2010-08-30,382,382,1760,1760,2,2,0.8,Otolith,17,6,15-6075-53504,11364,11882,X1,Yes,363899
48179133,481749,913300,Walleye,Walleye,2010-08-29,2010-08-29,2010-08-30,586,586,2014,2014,2,2,1.9,Otolith,16,7,15-6075-53504,11380,11888,X1,Yes,363906
48179133,481749,913300,Walleye,Walleye,2010-08-29,2010-08-29,2010-08-30,492,492,1217,1217,2,2,1,Otolith,10,8,15-6075-53504,11392,11890,X1,Yes,363908
48179133,481749,913300,Walleye,Walleye,2010-08-29,2010-08-29,2010-08-30,490,490,1113,1113,2,2,1.4,Otolith,14,7,15-6075-53504,11393,11879,X1,Yes,363897
48179133,481749,913300,Walleye,Walleye,2010-08-29,2010-08-29,2010-08-30,490,490,913,913,2,2,1.2,Otolith,10,7,15-6075-53504,11394,11892,X1,Yes,363910
48179133,481749,913300,Walleye,Walleye,2010-08-29,2010-08-29,2010-08-30,471,471,925,925,2,2,0.56,Otolith,7,8,15-6075-53504,11396,11900,X1,Yes,364000
48179133,481749,913300,Lake Trout,Lake Trout,2010-08-29,2010-08-29,2010-08-30,916,916,4284,4284,1,1,2.2,Otolith,42,7,15-6075-53504,11401,11880,X1,Yes,363991
48179133,481749,913300,Lake Trout,Lake Trout,2010-08-29,2010-08-29,2010-08-30,685,685,2000,2000,1,1,1.5,Otolith,22,6,15-6075-53504,11403,11881,X1,Yes,363992
48229140,482248,914059,Northern Pike,Northern Pike,2010-08-03,2010-08-03,2010-08-04,925,925,4300,4300,1,1,2.4,Cleithrum,15,6,15-5975-53595,11591,15778,1,Yes,345364
48229140,482248,914059,Northern Pike,Northern Pike,2010-08-03,2010-08-03,2010-08-04,718,718,1860,1860,2,2,0.52,Cleithrum,6,6,15-5975-53595,11593,15780,1,Yes,345366
48229140,482248,914059,Northern Pike,Northern Pike,2010-08-03,2010-08-03,2010-08-04,630,630,730,730,1,1,0.52,Cleithrum,5,6,15-5975-53595,11594,15777,1,Yes,345363
48229140,482248,914059,Northern Pike,Northern Pike,2010-08-03,2010-08-03,2010-08-04,606,606,1250,1250,2,2,0.41,Cleithrum,5,6,15-5975-53595,11595,15759,1,Yes,345318
48229140,482248,914059,Smallmouth Bass,Smallmouth Bass,2010-08-03,2010-08-03,2010-08-04,465,465,1556,1556,2,2,0.8,Otolith,9,9,15-5975-53595,11597,15758,X1,Yes,345347
48229140,482248,914059,Smallmouth Bass,Smallmouth Bass,2010-08-03,2010-08-03,2010-08-04,416,416,1067,1067,2,2,0.5,Otolith,7,9,15-5975-53595,11600,15757,X1,Yes,345346
48229140,482248,914059,Smallmouth Bass,Smallmouth Bass,2010-08-03,2010-08-03,2010-08-04,413,413,1058,1058,1,1,0.28,Otolith,5,6,15-5975-53595,11601,15781,1,Yes,345323
48229140,482248,914059,Smallmouth Bass,Smallmouth Bass,2010-08-03,2010-08-03,2010-08-04,255,255,199,199,1,1,0.21,Otolith,4,9,15-5975-53595,11604,15782,1,Yes,345367
48229140,482248,914059,Walleye,Walleye,2010-08-03,2010-08-03,2010-08-04,544,544,1607,1607,2,2,0.77,Otolith,13,8,15-5975-53595,11613,15775,X1,Yes,345361
48229140,482248,914059,Walleye,Walleye,2010-08-03,2010-08-03,2010-08-04,525,525,1186,1186,2,2,0.89,Otolith,11,9,15-5975-53595,11614,15786,1X,Yes,345327
48229140,482248,914059,Walleye,Walleye,2010-08-03,2010-08-03,2010-08-04,508,508,1082,1082,2,2,0.83,Otolith,12,6,15-5975-53595,11616,15785,1X,Yes,345326
48229140,482248,914059,Walleye,Walleye,2010-08-03,2010-08-03,2010-08-04,475,475,899,899,2,2,0.6,Otolith,8,9,15-5975-53595,11620,15793,1X,Yes,345373
48238340,482124,834129,Northern Pike,Northern Pike,2011-06-25,2011-06-25,2011-06-26,510,510,740,740,1,1,0.34,Cleithrum,3,8,17-3006-53592,11669,3603,1,Yes,390397
48238340,482124,834129,Lake Trout,Lake Trout,2011-06-25,2011-06-25,2011-06-26,720,720,3550,3550,2,2,0.63,Otolith,13,5,17-3006-53592,11704,3599,1X,Yes,390456
48238340,482124,834129,Northern Pike,Northern Pike,2011-06-25,2011-06-25,2011-06-26,780,780,2700,2700,2,2,1.4,Cleithrum,8,5,17-3006-53592,11705,3605,1,Yes,390494
48238340,482124,834129,Northern Pike,Northern Pike,2011-06-25,2011-06-25,2011-06-26,740,740,2300,2300,2,2,1.3,Cleithrum,6,8,17-3006-53592,11707,3602,1,Yes,390477
48238340,482124,834129,Northern Pike,Northern Pike,2011-06-25,2011-06-25,2011-06-26,723,723,2100,2100,2,2,0.91,Cleithrum,5,5,17-3006-53592,11709,3600,1,Yes,390475
48238340,482124,834129,Northern Pike,Northern Pike,2011-06-25,2011-06-25,2011-06-26,694,694,2180,2180,2,2,1.1,Cleithrum,6,8,17-3006-53592,11712,3604,1,Yes,390398
48238340,482124,834129,Northern Pike,Northern Pike,2011-06-25,2011-06-25,2011-06-26,680,680,1800,1800,2,2,0.56,Cleithrum,4,8,17-3006-53592,11713,3601,1,Yes,390476
48238340,482124,834129,Lake Trout,Lake Trout,2011-06-25,2011-06-24,2011-06-25,470,470,860,860,1,1,0.41,Otolith,7,7,17-3006-53592,11701,3606,1X,Yes,390402
48238340,482124,834129,Lake Trout,Lake Trout,2011-06-25,2011-06-24,2011-06-25,470,470,850,850,1,1,0.49,Otolith,7,8,17-3006-53592,11702,3607,1X,Yes,390512
48238848,482259,884805,Smallmouth Bass,Smallmouth Bass,2008-07-11,2008-07-10,2008-07-11,405,405,1033,1033,2,2,0.45,Scales (left side),9,7,16-3666-53602,11715,26002,1,Yes,155349
48238848,482259,884805,Smallmouth Bass,Smallmouth Bass,2008-07-11,2008-07-10,2008-07-11,385,385,890,890,2,2,0.41,Scales (left side),7,6,16-3666-53602,11717,26004,1,Yes,155348
48238848,482259,884805,Smallmouth Bass,Smallmouth Bass,2008-07-11,2008-07-10,2008-07-11,392,392,818,818,2,2,0.3,Scales (left side),7,6,16-3666-53602,11718,26003,1,Yes,155347
48238848,482259,884805,Smallmouth Bass,Smallmouth Bass,2008-07-11,2008-07-10,2008-07-11,362,362,742,742,2,2,0.33,Scales (left side),7,6,16-3666-53602,11721,26005,1,Yes,155344
48238848,482259,884805,Northern Pike,Northern Pike,2008-07-11,2008-07-10,2008-07-11,496,496,891,891,1,1,0.15,Cleithrum,3,5,16-3666-53602,11728,25997,1,Yes,155067
48238848,482259,884805,Northern Pike,Northern Pike,2008-07-11,2008-07-10,2008-07-11,491,491,775,775,1,1,0.16,Cleithrum,3,5,16-3666-53602,11729,25998,1,Yes,155071
48238848,482259,884805,Northern Pike,Northern Pike,2008-07-11,2008-07-10,2008-07-11,435,435,560,560,2,2,0.24,Cleithrum,4,5,16-3666-53602,11731,26009,1,Yes,155351
48238848,482259,884805,Smallmouth Bass,Smallmouth Bass,2008-07-11,2008-07-10,2008-07-11,438,438,1352,1352,2,2,0.51,Scales (left side),10,6,16-3666-53602,11734,26008,1,Yes,155350
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-20,2008-07-21,560,560,1019,1019,4,4,0.35,Cleithrum,4,8,15-7091-53688,11797,25414,1,Yes,121997
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-20,2008-07-21,600,600,1260,1260,2,2,0.47,Cleithrum,5,7,15-7091-53688,11798,25413,1,Yes,121996
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-20,2008-07-21,397,397,620,620,2,2,0.22,Otolith,5,8,15-7091-53688,11806,25412,1,Yes,121987
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-20,2008-07-21,362,362,410,410,2,2,0.17,Otolith,6,8,15-7091-53688,11807,25411,1,Yes,121986
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-20,2008-07-21,343,343,330,330,2,2,0.17,Dorsal Spine,4,8,15-7091-53688,11808,25410,1,Yes,121929
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-20,2008-07-21,361,361,440,440,1,1,0.24,Otolith,4,9,15-7091-53688,11810,25407,1,Yes,121972
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-20,2008-07-21,402,402,600,600,1,1,0.2,Otolith,7,8,15-7091-53688,11811,25406,1,Yes,121971
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-20,2008-07-21,326,326,292,292,2,2,0.25,Otolith,4,9,15-7091-53688,11818,25409,1,Yes,121927
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-20,2008-07-21,306,306,262,262,1,1,0.13,Otolith,4,9,15-7091-53688,11819,25408,1,Yes,121926
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,584,584,1233,1233,1,1,0.31,Cleithrum,4,7,15-7091-53688,11789,25421,1,Yes,121947
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,480,480,614,614,1,1,0.22,Cleithrum,3,8,15-7091-53688,11790,25418,1,Yes,122024
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,773,773,2870,2870,1,1,1.4,Cleithrum,9,6,15-7091-53688,11791,25439,1,Yes,122124
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,645,645,1464,1464,1,1,0.59,Cleithrum,6,8,15-7091-53688,11792,25435,1,Yes,122114
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,604,604,998,998,2,2,0.45,Cleithrum,4,8,15-7091-53688,11793,25434,1,Yes,122113
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,740,740,2214,2214,1,1,0.59,Cleithrum,6,6,15-7091-53688,11794,25428,1,Yes,121962
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,482,482,592,592,1,1,0.16,Cleithrum,2,9,15-7091-53688,11796,25427,1,Yes,122096
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,610,610,2082,2082,2,2,0.88,Otolith,18,6,15-7091-53688,11799,25433,1,Yes,122112
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,562,562,1641,1641,1,1,0.96,Otolith,18,5,15-7091-53688,11800,25416,1,Yes,121940
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,418,418,700,700,2,2,0.31,Otolith,6,9,15-7091-53688,11801,25423,1,Yes,121950
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,443,443,835,835,2,2,0.3,Otolith,6,9,15-7091-53688,11802,25422,1,Yes,121948
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,332,332,350,350,2,2,0.22,Otolith,7,8,15-7091-53688,11804,25430,1,Yes,121960
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,329,329,302,302,2,2,0.16,Otolith,5,9,15-7091-53688,11805,25432,1,Yes,122111
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,423,423,750,750,1,1,0.45,Otolith,11,6,15-7091-53688,11809,25424,1,Yes,122055
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,362,362,182,182,2,2,0.28,Otolith,7,8,15-7091-53688,11812,25436,1,Yes,121967
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,332,332,326,326,1,1,0.16,Otolith,6,8,15-7091-53688,11813,25438,1,Yes,122123
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,385,385,508,508,2,2,0.3,Otolith,10,8,15-7091-53688,11814,25437,1,Yes,122122
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,493,493,1200,1200,2,2,0.55,Otolith,6,9,15-7091-53688,11815,25425,1,Yes,121955
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,362,362,463,463,1,1,0.29,Otolith,5,9,15-7091-53688,11816,25426,1,Yes,122095
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,642,642,1589,1589,2,2,0.51,Cleithrum,5,7,15-7091-53688,11817,25419,1,Yes,122053
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,495,495,1067,1067,2,2,0.62,Otolith,13,7,15-7091-53688,11820,25417,1,Yes,122005
48269010,482632,901025,Walleye,Walleye,2008-07-20,2008-07-19,2008-07-20,363,363,391,391,2,2,0.21,Otolith,5,9,15-7091-53688,11821,25415,1,Yes,121935
48269010,482632,901025,Northern Pike,Northern Pike,2008-07-20,2008-07-19,2008-07-20,533,533,928,928,1,1,0.29,Cleithrum,3,8,15-7091-53688,11822,25420,1,Yes,121946
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,372,372,430,430,1,1,0.3,Otolith,6,9,17-5018-53686,11867,10611,1X,Yes,387151
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,354,354,375,375,2,2,0.19,Otolith,6,8,17-5018-53686,11869,10621,1X,Yes,386914
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,350,350,330,330,1,1,0.24,Otolith,6,9,17-5018-53686,11870,10617,1X,Yes,386972
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,334,334,290,290,2,2,0.23,Otolith,6,9,17-5018-53686,11871,10620,1X,Yes,386911
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,300,300,215,215,1,1,0.08,Otolith,3,8,17-5018-53686,11873,10623,1X,Yes,387013
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,248,248,115,115,2,2,0.12,Otolith,2,9,17-5018-53686,11874,10616,1X,Yes,386971
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,236,236,105,105,1,1,0.13,Otolith,2,9,17-5018-53686,11875,10615,1X,Yes,387025
48288058,482725,805849,Northern Pike,Northern Pike,2011-06-20,2011-06-20,2011-06-21,612,612,1300,1300,1,1,0.56,Cleithrum,7,5,17-5018-53686,11883,10605,1,Yes,385872
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,646,646,2450,2450,2,2,0.82,Otolith,17,8,17-5018-53686,11892,10622,1X,Yes,386913
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,430,430,650,650,1,1,0.27,Otolith,9,9,17-5018-53686,11894,10614,1X,Yes,387188
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,404,404,550,550,2,2,0.36,Otolith,7,8,16-4548-54782,11895,6153,1X,Yes,394144
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,404,404,550,550,2,2,0.36,Otolith,8,8,17-5018-53686,11895,10624,1X,Yes,387012
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,402,402,480,480,2,2,0.39,Otolith,6,8,17-5018-53686,11896,10618,1X,Yes,386973
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,396,396,500,500,2,2,0.56,Otolith,6,9,16-6420-54760,11898,4841,1X,Yes,391003
48288058,482725,805849,Walleye,Walleye,2011-06-20,2011-06-20,2011-06-21,378,378,450,450,2,2,0.25,Otolith,5,9,17-5018-53686,11900,10619,1X,Yes,386912
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-17,2010-08-18,455,455,768,768,2,2,2,Otolith,13,9,15-5503-53695,11956,12617,1,Yes,359130
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-17,2010-08-18,372,372,399,399,2,2,1.9,Otolith,9,9,15-5503-53695,11960,12615,1,Yes,359122
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-17,2010-08-18,330,330,277,277,2,2,1.6,Otolith,9,7,15-5503-53695,11965,12616,1,Yes,359129
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-17,2010-08-18,305,305,232,232,2,2,0.81,Otolith,7,9,15-5503-53695,11967,12614,1,Yes,359120
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-17,2010-08-18,296,296,218,218,1,1,0.62,Otolith,4,9,15-5503-53695,11968,12613,1,Yes,359054
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-17,2010-08-18,289,289,198,198,1,1,1.1,Otolith,7,9,15-5503-53695,11969,12612,1,Yes,359053
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-16,2010-08-17,432,432,670,670,2,2,1.3,Otolith,11,9,15-5503-53695,11957,12620,1X,Yes,359061
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-16,2010-08-17,375,375,476,476,2,2,1.1,Otolith,8,8,15-5503-53695,11959,12596,1X,Yes,358999
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-16,2010-08-17,350,350,352,352,2,2,0.55,Otolith,9,7,15-5503-53695,11962,12593,1X,Yes,358996
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-16,2010-08-17,346,346,469,469,1,1,0.93,Otolith,8,8,15-5503-53695,11963,12595,1X,Yes,358998
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-16,2010-08-17,340,340,333,333,2,2,0.58,Otolith,5,9,15-5503-53695,11964,12621,1X,Yes,359137
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-16,2010-08-17,327,327,299,299,1,1,0.86,Otolith,5,9,15-5503-53695,11966,12619,1X,Yes,359060
48289219,482842,921909,Walleye,Walleye,2010-08-17,2010-08-16,2010-08-17,442,442,803,803,2,2,1.5,Otolith,9,9,15-5503-53695,11970,12580,1X,Yes,359000
48308257,482901,825640,Northern Pike,Northern Pike,2010-07-21,2010-07-21,2010-07-22,658,658,1375,1375,1,1,0.9,Cleithrum,10,7,17-3563-53717,11973,1240,1,Yes,322832
48308257,482901,825640,Northern Pike,Northern Pike,2010-07-21,2010-07-21,2010-07-22,590,590,1250,1250,1,1,0.65,Cleithrum,7,7,17-3563-53717,11974,1253,1,Yes,322839
48308257,482901,825640,Northern Pike,Northern Pike,2010-07-21,2010-07-21,2010-07-22,548,548,900,900,1,1,0.49,Cleithrum,3,7,17-3563-53717,11980,1239,1,Yes,322831
48308257,482901,825640,Northern Pike,Northern Pike,2010-07-21,2010-07-21,2010-07-22,542,542,875,875,2,2,0.65,Cleithrum,6,6,17-3563-53717,11981,1259,1,Yes,322845
48308257,482901,825640,Northern Pike,Northern Pike,2010-07-21,2010-07-21,2010-07-22,532,532,875,875,1,1,0.73,Cleithrum,6,7,17-3563-53717,11982,1241,1,Yes,322833
48308257,482901,825640,Northern Pike,Northern Pike,2010-07-21,2010-07-21,2010-07-22,500,500,725,725,1,1,0.35,Cleithrum,5,5,17-3563-53717,11983,1232,1,Yes,322818
48308257,482901,825640,Northern Pike,Northern Pike,2010-07-21,2010-07-21,2010-07-22,468,468,600,600,1,1,0.33,Cleithrum,5,8,17-3563-53717,11985,1261,1,Yes,322847
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,624,624,2050,2050,2,2,1.4,Otolith,15,9,17-3563-53717,11986,1244,1X,Yes,322826
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,482,482,1075,1075,1,1,0.57,Otolith,7,9,17-3563-53717,11987,1254,1X,Yes,322840
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,470,470,1050,1050,1,1,0.86,Otolith,9,7,17-3563-53717,11988,1250,1X,Yes,322836
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,468,468,950,950,1,1,0.74,Otolith,10,8,17-3563-53717,11989,1243,1X,Yes,322825
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,445,445,800,800,1,1,0.5,Otolith,7,8,17-3563-53717,11990,1247,1X,Yes,322829
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,436,436,775,775,2,2,0.68,Otolith,8,7,17-3563-53717,11991,1246,1X,Yes,322828
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,432,432,675,675,1,1,0.57,Otolith,8,7,17-3563-53717,11992,1256,1X,Yes,322842
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,430,430,625,625,1,1,0.59,Otolith,5,9,17-3563-53717,11993,1260,1X,Yes,322846
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,420,420,725,725,2,2,0.37,Otolith,5,9,17-3563-53717,11994,1235,1X,Yes,322821
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,400,400,610,610,1,1,0.38,Otolith,5,9,17-3563-53717,11995,1252,1X,Yes,322838
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,386,386,500,500,1,1,0.52,Otolith,5,9,17-3563-53717,11996,1255,1X,Yes,322841
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,382,382,525,525,2,2,0.67,Otolith,8,7,17-3563-53717,11997,1245,1X,Yes,322827
48308257,482901,825640,Walleye,Walleye,2010-07-21,2010-07-21,2010-07-22,370,370,400,400,1,1,0.47,Otolith,5,9,17-3563-53717,11998,1234,1X,Yes,322820
48329142,483234,914211,Lake Trout,Lake Trout,2010-07-10,2010-07-10,2010-07-11,692,692,2823,2823,2,2,1.1,Otolith,32,7,15-5958-53772,12208,13641,1X,Yes,322254
48329142,483234,914211,Lake Trout,Lake Trout,2010-07-10,2010-07-10,2010-07-11,660,660,2414,2414,2,2,1.7,Otolith,43,5,15-5958-53772,12209,13640,1X,Yes,322253
48329142,483234,914211,Lake Trout,Lake Trout,2010-07-10,2010-07-10,2010-07-11,637,637,2391,2391,2,2,1.4,Otolith,29,6,15-5958-53772,12210,13636,1X,Yes,322250
48329142,483234,914211,Lake Trout,Lake Trout,2010-07-10,2010-07-10,2010-07-11,594,594,1856,1856,1,1,0.74,Otolith,24,7,15-5958-53772,12214,13646,1X,Yes,322408
